Date,Word,Clue
8/1/2014,KOWTOW,Submit
8/1/2014,STUCK,Fast
8/1/2014,END,Kill
7/31/2014,USURER,Shark
7/31/2014,LOG,Journal
7/31/2014,LESSENS,Drops
7/31/2014,REWORK,Edit
7/31/2014,ZINGS,Insults
7/31/2014,SUDS,Lather
7/31/2014,EVACUATES,Empties
7/29/2014,VIRAGO,Shrew
7/29/2014,PINK,Rosy
7/29/2014,MAGIC,Illusions
7/29/2014,SMALL,Picayune
7/28/2014,JERK,Yank
7/28/2014,BLAND,Insipid
7/28/2014,GAG,Joke
7/28/2014,RUBS,Chafes
7/27/2014,AREA,Discipline
7/27/2014,RACE,Dash
7/27/2014,DIG,Like
7/27/2014,BROTH,Stock
7/27/2014,LARGO,Slow
7/27/2014,SAY,Approximately
7/27/2014,FLEW,Zipped
7/27/2014,FOR,Endorsing
7/27/2014,MIXUP,Confusion
7/27/2014,REDFACED,Embarrassed
7/27/2014,EYEFUL,Hottie
7/26/2014,RATEDA,Tops
7/26/2014,TIMELY,Opportune
7/26/2014,INABIND,Caught
7/26/2014,DOOZIE,Beaut
7/25/2014,PLEAT,Fold
7/25/2014,ONCLOUDNINE,Elated
7/25/2014,ONALEASH,Restrained
7/25/2014,ACCORD,Agreement
7/24/2014,SLEW,Bunch
7/24/2014,AKIN,Similar
7/24/2014,SAUCE,Booze
7/24/2014,OGRISH,Beastly
7/23/2014,LAYMAN,Nonprofessional
7/23/2014,OUGHTTO,Should
7/22/2014,SYNCH,Harmonize
7/22/2014,ANNOY,Bug
7/22/2014,DRUG,Narcotize
7/22/2014,ROAM,Drift
7/21/2014,AVENUE,Street
7/21/2014,JOURNAL,Diary
7/21/2014,STORE,Boutique
7/20/2014,GAROTTE,Strangle
7/20/2014,MALIGN,Smear
7/20/2014,ARTY,Painterish
7/20/2014,NEGATIVE,Indigenous
7/20/2014,SANG,Caroled
7/20/2014,REAL,Legitimate
7/20/2014,TOADSTOOL,Mushroom
7/20/2014,DIRE,Terrible
7/19/2014,LARK,Romp
7/19/2014,SPED,Barreled
7/18/2014,SCRUNCH,Squeeze
7/18/2014,NUTCASE,Crank
7/18/2014,ENCASE,Box
7/18/2014,REACH,Breadth
7/18/2014,IRKS,Needles
7/18/2014,OLDSOD,Motherland
7/18/2014,HAD,Ordered
7/18/2014,REJOINS,Answers
7/17/2014,WHET,Stimulate
7/17/2014,SCHOOL,Teach
7/17/2014,LOCATIONS,Spots
7/17/2014,ATFAULT,Guilty
7/17/2014,SPARETIRE,Gut
7/17/2014,USINGUP,Exhausting
7/16/2014,ELITISM,Snobbishness
7/15/2014,OVERFED,Stuffed
7/15/2014,LETBE,Ignored
7/14/2014,SLEPT,Snoozed
7/14/2014,ELFIN,Fairylike
7/13/2014,ABIDES,Lives
7/13/2014,GAMUT,Spectrum
7/13/2014,STEER,Guide
7/13/2014,ENSNARE,Capture
7/13/2014,IMITATOR,Ape
7/13/2014,HASATIT,Fights
7/13/2014,LITERAL,Strict
7/13/2014,AMUSE,Beguile
7/13/2014,GEM,Pip
7/12/2014,EARTHSHATTERING,Monumental
7/12/2014,DEPARTS,Skips
7/12/2014,GHOST,Shade
7/11/2014,GUMUP,Clog
7/11/2014,ERGO,Accordingly
7/11/2014,SLY,Designing
7/11/2014,FLAPJACK,Hotcake
7/10/2014,COUP,Takeover
7/10/2014,SMARTNESS,Brains
7/10/2014,USE,Milk
7/10/2014,UKASE,Decree
7/10/2014,LOSES,Squanders
7/10/2014,AWL,Punch
7/10/2014,FOREMAN,Overseer
7/9/2014,SORORAL,Sisterly
7/8/2014,GAPERS,Rubberneckers
7/8/2014,AIRSHIP,Blimp
7/8/2014,EDITOUT,Delete
7/8/2014,STRESS,Accentuate
7/8/2014,JIFFY,Second
7/8/2014,OGLED,Eyed
7/7/2014,LEWD,Obscene
7/7/2014,ISSUED,Published
7/7/2014,STATELY,Dignified
7/7/2014,BAD,Crummy
7/6/2014,INAWHILE,Later
7/6/2014,NEOPHYTE,Greenhorn
7/6/2014,LAG,Tarry
7/6/2014,HASTE,Speed
7/5/2014,AVAIL,Purpose
7/5/2014,RELATES,Connects
7/4/2014,PURGE,Empty
7/4/2014,ASHEN,Pasty
7/3/2014,ASHAMED,Sheepish
7/3/2014,FOX,Hottie
7/3/2014,OWN,Keep
7/3/2014,TELLS,Enlightens
7/3/2014,ASHEN,Colorless
7/3/2014,RED,Sunburned
7/2/2014,SAPS,Chumps
7/2/2014,SMARTY,Wisenheimer
7/1/2014,TELL,Relate
7/1/2014,TESTS,Quizzes
7/1/2014,TARS,Sailors
6/30/2014,LULLED,Pacified
6/30/2014,UNDID,Disentangled
6/30/2014,LOONIES,Fruitcakes
6/30/2014,DRAWN,Sketched
6/30/2014,TISSUES,Kleenexes
6/29/2014,BEDECKS,Adorns
6/29/2014,ITCH,Desire
6/29/2014,SELL,Vend
6/29/2014,PASSEDON,Relayed
6/29/2014,POETS,Versifiers
6/29/2014,BILE,Nastiness
6/29/2014,PRAISE,Laud
6/29/2014,PFFT,Kaput
6/29/2014,PICARO,Rogue
6/29/2014,NAME,Moniker
6/28/2014,LETGO,Ax
6/28/2014,XRAYVISION,Superpower
6/28/2014,SLOP,Spillover
6/28/2014,LULU,Beaut
6/27/2014,TONS,Lots
6/27/2014,OKAY,Approved
6/27/2014,IMBUES,Suffuses
6/26/2014,STURDY,Robust
6/26/2014,RECKLESS,Imprudent
6/25/2014,STOKE,Feed
6/25/2014,SNAKY,Serpentine
6/24/2014,BRASH,Impetuous
6/24/2014,LAD,Boy
6/24/2014,RATSNEST,Tangle
6/24/2014,LASTS,Persists
6/23/2014,FAD,Craze
6/23/2014,MAYBE,Perhaps
6/22/2014,APISH,Goonlike
6/22/2014,PROPOSE,Suggest
6/22/2014,HARASS,Bully
6/22/2014,GENRE,Type
6/22/2014,IDIOT,Chowderhead
6/22/2014,DUPED,Snookered
6/22/2014,REAPS,Harvests
6/22/2014,ENROBE,Clothe
6/22/2014,JONES,Craving
6/22/2014,NEED,Craving
6/22/2014,FINK,Informant
6/21/2014,CABOOSE,Keister
6/21/2014,SANCTA,Harbors
6/21/2014,EVINCED,Showed
6/21/2014,SHINE,Buff
6/21/2014,IDEST,Namely
6/20/2014,AMATEUR,Inexperienced
6/20/2014,HIS,Greetings
6/20/2014,CRASS,Philistine
6/20/2014,BENTS,Propensities
6/19/2014,PROS,Wizards
6/19/2014,GAIT,Pace
6/19/2014,DAZE,Muddle
6/19/2014,KITTIES,Pots
6/19/2014,ROILED,Disturbed
6/18/2014,GETS,Fathoms
6/17/2014,LOATHE,Despise
6/17/2014,PLANE,Jet
6/16/2014,GEEKY,Dweebish
6/16/2014,RILE,Peeve
6/16/2014,DUMB,Boneheaded
6/15/2014,EASE,Lighten
6/15/2014,FARE,Grub
6/15/2014,AGOG,Awed
6/15/2014,WOW,Floor
6/15/2014,HELM,Command
6/15/2014,DOIN,Murder
6/15/2014,LITHE,Nimble
6/15/2014,ASTERN,Rearward
6/15/2014,TAKESAIM,Points
6/15/2014,NOB,Head
6/15/2014,STERN,Severe
6/15/2014,ADMINISTER,Supervise
6/15/2014,SHINBONE,Shank
6/15/2014,RITZ,Luxuriousness
6/15/2014,ONTIME,Punctually
6/15/2014,YAHOOS,Bozos
6/15/2014,FACES,Mugs
6/14/2014,LETSDOWN,Disappoints
6/14/2014,SOJOURN,Visit
6/14/2014,EYESORES,Dumps
6/14/2014,NORTHERN,Boreal
6/14/2014,MOJOS,Charms
6/14/2014,HASTENED,Accelerated
6/13/2014,LED,Skippered
6/13/2014,LIT,Blitzed
6/12/2014,PRESUME,Daresay
6/12/2014,ACIDIC,Sour
6/12/2014,BESETS,Attacks
6/12/2014,DOG,Track
6/12/2014,LINENS,Bedding
6/11/2014,BASED,Founded
6/11/2014,CIRCLE,Club
6/9/2014,SPEED,Rapidness
6/9/2014,JINX,Curse
6/9/2014,TOWNS,Villages
6/9/2014,OLDSTYLE,Antiquated
6/9/2014,LIAR,Perjurer
6/8/2014,IDIOTIC,Brainless
6/8/2014,EBONY,Black
6/8/2014,SAME,Aforementioned
6/8/2014,MOTE,Particle
6/8/2014,ASIF,Like
6/8/2014,CITADELS,Strongholds
6/8/2014,DROOL,Dribble
6/8/2014,CRUX,Essence
6/7/2014,DEBASED,Corrupted
6/7/2014,RIFTS,Ruptures
6/7/2014,PARADE,Flaunt
6/7/2014,LARD,Enrich
6/7/2014,FESTERED,Decayed
6/7/2014,EUPHORIA,High
6/7/2014,ATTESTTO,Confirm
6/7/2014,GETSON,Boards
6/7/2014,SCHMO,Boob
6/6/2014,SNAP,Jiffy
6/6/2014,ANA,Miscellany
6/6/2014,LETSON,Admits
6/6/2014,ASH,Grayish
6/6/2014,OPIATE,Downer
6/6/2014,GUTSY,Bold
6/5/2014,DYES,Colors
6/5/2014,LOOKAT,View
6/5/2014,MANY,Lots
6/4/2014,PATRONS,Clientele
6/3/2014,RUSES,Tricks
6/3/2014,KIDDO,Bub
6/3/2014,CHAMP,Titleholder
6/2/2014,QUEER,Odd
6/2/2014,SMARTALECK,Wisenheimer
6/2/2014,HUMANS,Earthlings
6/2/2014,SMUTTY,Raunchy
6/1/2014,ONE,Together
6/1/2014,SMATTERING,Soupcon
6/1/2014,BYGONE,Olden
6/1/2014,SELF,Identity
6/1/2014,LUSTER,Sheen
6/1/2014,WANTS,Lacks
6/1/2014,REGALES,Entertains
6/1/2014,APLOMB,Composure
5/31/2014,ENTRAILS,Innards
5/31/2014,RESERVES,Standbys
5/31/2014,PASSING,Ephemeral
5/31/2014,EMANCIPATE,Free
5/31/2014,ROUTS,Debacles
5/31/2014,ENHANCE,Intensify
5/31/2014,GOSSIPED,Dished
5/31/2014,PASTIME,Hobby
5/31/2014,EATSAT,Distresses
5/31/2014,INANE,Cuckoo
5/31/2014,NUTTY,Cuckoo
5/30/2014,MISSTEP,Trip
5/30/2014,BLOTS,Stains
5/30/2014,EGG,Prod
5/30/2014,GAS,Juice
5/29/2014,RUBE,Simpleton
5/29/2014,OUTPUT,Yield
5/28/2014,ENCAMPS,Bivouacs
5/27/2014,HUBS,Centers
5/27/2014,SPRY,Nimble
5/26/2014,ROOSTER,Cock
5/26/2014,LETUP,Abate
5/26/2014,GEAR,Equipment
5/26/2014,PIC,Photo
5/26/2014,TELLALIE,Fib
5/25/2014,SMOTHER,Blanket
5/25/2014,TRAINERS,Coaches
5/25/2014,BARKEEP,Mixologist
5/25/2014,NEIGH,Whinny
5/25/2014,SLIP,Berth
5/25/2014,SHEKELS,Moolah
5/25/2014,MARRED,Blemished
5/25/2014,ILLUSED,Maltreated
5/25/2014,STAKED,Bet
5/25/2014,SKIES,Heavens
5/25/2014,IMBUED,Saturated
5/25/2014,SALIENCE,Highlight
5/25/2014,FETED,Celebrated
5/25/2014,ACCOSTS,Confronts
5/25/2014,AUSTERE,Spare
5/25/2014,DADDY,Pops
5/24/2014,GOTAHEAD,Succeeded
5/24/2014,BLEAT,Complain
5/24/2014,INN,Pub
5/24/2014,BLUR,Obscure
5/24/2014,NICKNAME,Handle
5/23/2014,TOLDTALES,Lied
5/23/2014,RAGES,Fulminates
5/22/2014,QUID,Pound
5/22/2014,HADON,Sported
5/22/2014,CONGAME,Scam
5/21/2014,RALLY,Comeback
5/21/2014,BREATHER,Timeout
5/20/2014,IDIOTS,Dunces
5/20/2014,IRON,Unwrinkler
5/19/2014,RITZY,Opulent
5/19/2014,ACTAS,Represent
5/19/2014,HIE,Hurry
5/19/2014,DAWNS,Daybreaks
5/19/2014,BOOR,Lout
5/18/2014,NAGS,Noodges
5/18/2014,TOP,Beat
5/18/2014,STORY,Lie
5/18/2014,BRACE,Support
5/18/2014,DRAWS,Ties
5/18/2014,CITE,Quote
5/18/2014,RAIN,Pour
5/18/2014,SEWED,Tailored
5/17/2014,UPINARMS,Livid
5/17/2014,IMPLORE,Urge
5/17/2014,SPRY,Quick
5/17/2014,MODELED,Posed
5/17/2014,ACERBITY,Tartness
5/17/2014,OKAY,Allow
5/17/2014,AROUSE,Kindle
5/17/2014,MEETS,Touches
5/16/2014,PUTON,Stage
5/16/2014,REVOKE,Withdraw
5/15/2014,NEXUS,Link
5/15/2014,SHUSH,Silencer
5/15/2014,NEAR,Approaching
5/15/2014,COZY,Snug
5/15/2014,SETTO,Scuffle
5/15/2014,SLIP,Erratum
5/15/2014,YET,Notwithstanding
5/13/2014,LIVEWIRE,Firecracker
5/13/2014,PIX,Fotos
5/12/2014,PATHS,Trails
5/12/2014,REAR,Backside
5/11/2014,EENSY,Minute
5/11/2014,LARDS,Greases
5/11/2014,URGED,Prodded
5/11/2014,PUTASIDE,Table
5/11/2014,PLUG,Advertise
5/10/2014,RUNT,Shrimp
5/10/2014,ELATED,High
5/10/2014,BABE,Knockout
5/10/2014,POOR,Inadequate
5/10/2014,ZIPPO,Nil
5/10/2014,BOTCH,Mangle
5/10/2014,MANUAL,Stick
5/10/2014,ONINYEARS,Elderly
5/9/2014,LEADTO,Precipitate
5/9/2014,SHEERAGONY,Hell
5/9/2014,CAREENS,Pitches
5/8/2014,ROUE,Rake
5/8/2014,REED,Stalk
5/8/2014,CREEP,Scoundrel
5/8/2014,AROUSES,Piques
5/8/2014,EIRE,Hibernia
5/7/2014,RECAPS,Summaries
5/7/2014,SOT,Tippler
5/7/2014,OTHER,Remaining
5/6/2014,UPTAKE,Absorption
5/6/2014,PICAYUNE,Paltry
5/6/2014,AVOWING,Promising
5/6/2014,GIZMOS,Thingies
5/6/2014,ZIP,Pep
5/5/2014,LUSH,Drunkard
5/5/2014,DRAG,Tow
5/5/2014,LACONIC,Terse
5/4/2014,DOUBLEAGENT,Mole
5/4/2014,SEASON,Flavor
5/4/2014,OKAYS,Assents
5/4/2014,PAST,Over
5/4/2014,AREEL,Dizzy
5/4/2014,KEPTATIT,Persevered
5/4/2014,GOADS,Spurs
5/4/2014,LEASER,Renter
5/4/2014,NOTOUT,Closeted
5/4/2014,VEG,Chillax
5/4/2014,ALL,Totality
5/4/2014,ATHLETE,Jock
5/4/2014,EBB,Descent
5/4/2014,CON,Bamboozle
5/3/2014,LAYS,Wagers
5/3/2014,KIND,Clement
5/3/2014,RAT,Singer
5/2/2014,DRIVE,Steer
5/2/2014,RED,Embarrassed
5/2/2014,JEWEL,Beauty
5/2/2014,LOSS,Setback
5/1/2014,GENII,Whizzes
5/1/2014,LETSON,Pretends
5/1/2014,ETHER,Heavens
4/29/2014,WASTE,Trash
4/29/2014,DIS,Trash
4/29/2014,POMP,Splendor
4/29/2014,BORE,Auger
4/28/2014,RUIN,Bankrupt
4/28/2014,STOLEN,Filched
4/28/2014,TOSS,Hurl
4/28/2014,QUIETED,Shushed
4/28/2014,SINLESS,Immaculate
4/27/2014,PIERS,Docks
4/27/2014,UNERRING,Faultless
4/27/2014,INSPIRES,Motivates
4/27/2014,TUTOR,Instruct
4/27/2014,DUET,Twosome
4/27/2014,SOP,Bribe
4/27/2014,GHASTLY,Horrifying
4/26/2014,ATSEA,Stumped
4/26/2014,MIEN,Air
4/25/2014,OUTLAY,Expenditure
4/25/2014,LENDAHAND,Help
4/25/2014,NAYS,Cons
4/24/2014,CUTE,Overclever
4/23/2014,SCHIRRA,WALLY
4/23/2014,GRISSOM,GUS
4/23/2014,NOTOK,Improper
4/23/2014,SHEPARD,ALAN
4/23/2014,SHOAL,Sandbank
4/23/2014,ATTEMPT,Stab
4/23/2014,SLAYTON,DEKE
4/23/2014,CARPENTER,SCOTT
4/23/2014,RAG,Tease
4/23/2014,COOPER,GORDON
4/23/2014,GLENN,JOHN
4/22/2014,NUTCASE,Fruitcake
4/22/2014,DEARIE,Sweetheart
4/22/2014,POKE,Dawdler
4/22/2014,CAT,Feline
4/21/2014,COMBAT,War
4/21/2014,STEER,Navigate
4/21/2014,ROBS,Burgles
4/21/2014,MERE,Trifling
4/20/2014,GOESON,Proceeds
4/20/2014,NOISY,Roisterous
4/20/2014,ORACLE,Futurist
4/19/2014,ONEAFTERANOTHER,Sequential
4/19/2014,SOMBER,Dirgelike
4/19/2014,COLOR,Blush
4/19/2014,CLEANASAWHISTLE,Spotless
4/19/2014,ENHANCE,Better
4/19/2014,COFFER,Strongbox
4/19/2014,DRESSED,Decent
4/19/2014,OSMOSES,Seeps
4/19/2014,INASTIR,Bothered
4/19/2014,HASTO,Must
4/19/2014,PALE,Blanched
4/18/2014,EYE,Regard
4/18/2014,ZENITH,Crest
4/18/2014,TAINTS,Blots
4/18/2014,STAYAT,Occupy
4/18/2014,WANS,Pales
4/18/2014,MANMADE,Artificial
4/17/2014,ONLOW,Simmering
4/17/2014,ACRID,Stinging
4/16/2014,JUMP,Bound
4/16/2014,HASAT,Tackles
4/16/2014,SET,TV
4/16/2014,WOOD,Lumber
4/16/2014,STEELY,Unyielding
4/16/2014,SCENTED,Fragrant
4/16/2014,TOTALS,Wrecks
4/16/2014,FIX,Pickle
4/15/2014,DODGE,Sidestep
4/15/2014,SLOW,Dawdling
4/15/2014,TANKS,Aquaria
4/15/2014,ENHANCE,Improve
4/15/2014,FLOP,Turkey
4/14/2014,PAIL,Bucket
4/14/2014,LAPSED,Expired
4/13/2014,ONHIGH,Elevated
4/13/2014,PILE,Reactor
4/13/2014,RAPID,Fast
4/13/2014,PAIR,Match
4/13/2014,ANNEAL,Strengthen
4/13/2014,YOWL,Wail
4/13/2014,PEST,Nudnik
4/13/2014,LENITY,Laxness
4/12/2014,HASTE,Dispatch
4/12/2014,OAF,Palooka
4/12/2014,CON,Fleece
4/12/2014,OVER,Spanning
4/11/2014,SHEDTEARS,Weep
4/11/2014,POOBAH,Bigwig
4/11/2014,SELECT,Elite
4/10/2014,AGGRIEVE,Distress
4/10/2014,BOG,Swamp
4/10/2014,PAISAN,Buddy
4/10/2014,STAID,Restrained
4/10/2014,DOIN,Whack
4/8/2014,WANT,Covet
4/8/2014,EERIE,Ghostly
4/7/2014,YAP,Jabber
4/7/2014,URGE,Encourage
4/7/2014,SNOOZE,Nap
4/7/2014,AWRY,Wonky
4/6/2014,ASSERT,Maintain
4/6/2014,LOOSED,Unfettered
4/6/2014,ODIOUS,Detestable
4/6/2014,ODD,Unconventional
4/6/2014,SPEND,Disburse
4/6/2014,SADNESS,Melancholy
4/6/2014,EBB,Diminish
4/6/2014,ALTER,Reshape
4/6/2014,ENACT,Ratify
4/5/2014,CUT,Ripped
4/5/2014,ONES,Souls
4/5/2014,REEFER,Joint
4/5/2014,GIVEIN,Buckle
4/5/2014,CURT,Clipped
4/5/2014,DOOFUS,Tool
4/5/2014,ENRICH,Fortify
4/4/2014,HEX,Mojo
4/4/2014,ANTSINONESPANTS,Unease
4/3/2014,BUOYS,Lifts
4/3/2014,GEAR,Duds
4/3/2014,HID,Veiled
4/2/2014,RANOFF,Skedaddled
4/2/2014,ENRAGED,Steamed
4/1/2014,BASHES,Clobbers
4/1/2014,HOOT,Blast
4/1/2014,SPHERE,Globe
4/1/2014,MIXUP,Shuffle
4/1/2014,RIDE,Antagonize
4/1/2014,HAUNT,Plague
4/1/2014,EVEN,Equitable
3/31/2014,SOUSE,Drunkard
3/31/2014,APED,Parroted
3/31/2014,ADAGE,Proverb
3/30/2014,TIER,Echelon
3/30/2014,AXED,Dismissed
3/30/2014,BOLSTERS,Reinforces
3/29/2014,AREAR,Backward
3/29/2014,SPHINXLIKE,Enigmatic
3/29/2014,EBB,Withdraw
3/29/2014,TAKEAIMAT,Target
3/29/2014,MESS,Jam
3/29/2014,DICTA,Orders
3/29/2014,ITERANT,Repetitive
3/29/2014,GOB,Bunch
3/28/2014,BUMMERS,Drags
3/28/2014,SETUP,Trap
3/28/2014,ENSIGN,Standard
3/28/2014,ELAN,Flourish
3/28/2014,ALLSET,Ready
3/27/2014,REROUTES,Diverts
3/27/2014,DUB,Designate
3/27/2014,END,Hindmost
3/27/2014,ARENAS,Spheres
3/27/2014,OLIO,Smorgasbord
3/27/2014,UNTESTED,Green
3/27/2014,LAST,Hindmost
3/27/2014,SEDUCERS,Sirens
3/27/2014,TOSSES,Flings
3/26/2014,STAID,Unflashy
3/25/2014,LIARS,Perjurers
3/25/2014,EMBODY,Personify
3/24/2014,CEDED,Surrendered
3/24/2014,ACNED,Pimply
3/24/2014,BYFAR,Overwhelmingly
3/23/2014,CAN,Lockup
3/23/2014,SOAR,Rocket
3/23/2014,SAVEUP,Stockpile
3/23/2014,ENTREES,Ins
3/23/2014,DROPS,Nosedives
3/23/2014,HASTY,Hurried
3/23/2014,TUSHES,Cabooses
3/23/2014,SNUG,Tight
3/23/2014,FANG,Canine
3/23/2014,HES,Guys
3/22/2014,REDHOT,Smoking
3/22/2014,LIT,Fried
3/22/2014,TOSS,Ditch
3/22/2014,LEGIONS,Truckloads
3/22/2014,ENVISION,Picture
3/22/2014,RANALONG,Left
3/22/2014,LEAFLET,Flier
3/22/2014,JUMBO,Mammoth
3/21/2014,INAPET,Sulky
3/21/2014,ONERS,Standouts
3/21/2014,SIZESUP,Assesses
3/21/2014,HOPELESS,Nonviable
3/21/2014,LEGS,Durability
3/21/2014,VISITOR,Tourist
3/20/2014,IGNORE,Slight
3/20/2014,SOP,Concession
3/20/2014,MIX,Mingle
3/20/2014,COATS,Covers
3/20/2014,BEGAN,Founded
3/20/2014,BARE,Uncovered
3/20/2014,OAF,Clodhopper
3/19/2014,ADDTO,Augment
3/18/2014,SMART,Brainy
3/18/2014,BOOBOO,Mistake
3/17/2014,RULES,Regulations
3/17/2014,SEDUCTIVE,Alluring
3/17/2014,LOFAT,Lite
3/17/2014,LUSTY,Robust
3/16/2014,SWELLUP,Balloon
3/16/2014,ROWDY,Roughhousing
3/16/2014,DEIGN,Stoop
3/16/2014,DOWELL,Thrive
3/16/2014,WEDS,Couples
3/16/2014,GOTTEN,Bamboozled
3/15/2014,SENT,Cast
3/15/2014,WARPS,Buckles
3/15/2014,SMARTED,Stung
3/15/2014,ELYSIAN,Blissful
3/15/2014,APPLESAUCE,Poppycock
3/15/2014,RUSE,Device
3/14/2014,ENEMY,Hostiles
3/13/2014,TORPOR,Lassitude
3/13/2014,KEELOVER,Faint
3/13/2014,ANENT,Re
3/13/2014,OPEN,Public
3/13/2014,GETATAN,Sunbathe
3/13/2014,DRAPED,Hung
3/13/2014,TERSE,Breviloquent
3/12/2014,SLUG,Sock
3/12/2014,LAID,Bet
3/12/2014,TSKED,Clucked
3/11/2014,STIR,Blend
3/11/2014,MELEES,Fracases
3/11/2014,WIDE,Broad
3/10/2014,FAST,Speedy
3/10/2014,SSTS,Concordes
3/10/2014,SOILS,Dirties
3/9/2014,GLEAM,Shine
3/9/2014,TRITE,Unimaginative
3/9/2014,NONUSE,Neglect
3/9/2014,SPY,Peep
3/9/2014,SUBDUE,Vanquish
3/9/2014,DAZES,Floors
3/9/2014,GRIME,Soot
3/9/2014,BANANAS,Nuts
3/9/2014,OATHS,Profanities
3/9/2014,OPTIC,Lens
3/9/2014,MONEYMEN,Financiers
3/8/2014,OPULENT,Swank
3/8/2014,OPENAREA,Clearing
3/8/2014,BAGGY,Loose
3/7/2014,LAIDOUT,Presented
3/7/2014,SHMO,Chucklehead
3/7/2014,CARVE,Chisel
3/6/2014,RAFT,Lot
3/6/2014,ALERT,Quick
3/6/2014,RIGOR,Strictness
3/6/2014,USURPED,Assumed
3/6/2014,OLD,Familiar
3/5/2014,GOOD,Tasty
3/4/2014,QUELLS,Silences
3/4/2014,HACKIT,Cope
3/3/2014,ZANY,Kooky
3/3/2014,HINTAT,Insinuate
3/2/2014,AMIGO,Compadre
3/2/2014,TOUSLE,Muss
3/2/2014,LOSES,Forfeits
3/2/2014,ONEBYONE,Individually
3/2/2014,LACK,Deficiency
3/2/2014,TOXIC,Poisonous
3/2/2014,EASE,Allay
3/2/2014,OATER,Western
3/2/2014,ICE,Clinch
3/1/2014,ATAVIST,Throwback
3/1/2014,APES,Burlesques
3/1/2014,BATE,Moderate
3/1/2014,LEFTBE,Ignored
2/28/2014,JOT,Minim
2/28/2014,RAN,Flew
2/28/2014,ALOT,Legions
2/28/2014,EVOKE,Conjure
2/27/2014,MASTS,Spars
2/27/2014,YEA,Indeed
2/27/2014,IDIOCY,Folly
2/27/2014,FAKE,Forgery
2/27/2014,SHRIVEL,Contract
2/27/2014,TOOTOO,Overdone
2/27/2014,CREDO,Belief
2/26/2014,ACHE,Hurt
2/25/2014,UNCIVIL,Discourteous
2/25/2014,NEEDLECASE,ETUI
2/25/2014,SEABIRD,ERNE
2/25/2014,ORACLE,Seer
2/25/2014,HEW,Chop
2/24/2014,DEEMS,Considers
2/23/2014,ECHELON,Rank
2/23/2014,STRUCK,Hit
2/23/2014,TEAR,Sprint
2/23/2014,ISSUE,Publish
2/23/2014,RIPOSTE,Comeback
2/23/2014,INFUN,Playfully
2/23/2014,OOZES,Transudes
2/23/2014,KNEEL,Genuflect
2/23/2014,STOIC,Unemotive
2/23/2014,AREAS,Specialties
2/22/2014,ADOS,Rackets
2/22/2014,SLIME,Scuzz
2/21/2014,CLOD,Lamebrain
2/21/2014,STEM,Originate
2/21/2014,KIOSK,Stand
2/21/2014,DEARTHS,Needs
2/21/2014,CONS,Scams
2/20/2014,LADLE,Scoop
2/20/2014,ADOS,Flurries
2/19/2014,SHARP,Quick
2/19/2014,LOSER,Schlemiel
2/18/2014,ONERS,Lollapaloozas
2/18/2014,DINED,Supped
2/18/2014,TODO,Hullabaloo
2/18/2014,ESCORTED,Accompanied
2/17/2014,LINKAGE,Connection
2/16/2014,LEFTSIDES,Ports
2/16/2014,ALLUDETO,Reference
2/16/2014,LATENT,Undeveloped
2/16/2014,BEAN,Conk
2/16/2014,SPIRALED,Corkscrewed
2/16/2014,TALENTS,Knacks
2/16/2014,NAMES,Handles
2/16/2014,ATTIRE,Enrobe
2/16/2014,STACK,Heap
2/15/2014,PENNYANTE,Picayune
2/14/2014,URGES,Presses
2/14/2014,SLY,Scheming
2/14/2014,HIP,Wise
2/14/2014,IDOLS,Favorites
2/14/2014,NUTSO,Unhinged
2/14/2014,ENDLESSLY,Forever
2/14/2014,FRETS,Broods
2/13/2014,LEAN,Trim
2/13/2014,LAME,Unconvincing
2/13/2014,MADAM,Woman
2/13/2014,ILLFAME,Notoriety
2/13/2014,NEGLECT,Disregard
2/13/2014,BONMOTS,Witticisms
2/13/2014,SCALES,Balance
2/12/2014,CAT,Bopper
2/11/2014,IMPALES,Stabs
2/11/2014,AMOUNTS,Quantities
2/10/2014,EARLY,Premature
2/10/2014,ENRAPT,Mesmerized
2/10/2014,SNARK,Cattiness
2/9/2014,APART,Alone
2/9/2014,GRIEF,Sadness
2/9/2014,ROUTS,Trounces
2/9/2014,ASLANT,Tilted
2/9/2014,TEAR,Rampage
2/9/2014,ASSENT,Yes
2/9/2014,TOIL,Slave
2/9/2014,OAFS,Apes
2/9/2014,IMITATORS,Apes
2/9/2014,ROSY,Dawnlike
2/9/2014,VAST,Sweeping
2/8/2014,FLIPONESLID,Snap
2/8/2014,HOMBRE,Guy
2/8/2014,SLEAZY,Squalid
2/8/2014,KOS,Decks
2/8/2014,SHRIMP,Peewee
2/8/2014,REININ,Curb
2/7/2014,DISMAL,Wretched
2/7/2014,SAUCY,Flip
2/7/2014,ELUDED,Lost
2/6/2014,SMEARED,Maligned
2/6/2014,ENTHUSE,Motivate
2/6/2014,BEWITCH,Enchant
2/6/2014,JIBE,Agree
2/6/2014,STEWED,Fretted
2/6/2014,LESSENS,Eases
2/6/2014,JAR,Shock
2/5/2014,HONE,Practice
2/4/2014,BILGE,Baloney
2/4/2014,MEANIE,Villain
2/3/2014,ARCS,Curves
2/3/2014,NUANCE,Subtlety
2/2/2014,INREACH,Gettable
2/2/2014,INAKNOT,Tangled
2/2/2014,KOSHER,Legit
2/2/2014,WRITHE,Squirm
