,Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab
2356,4/19/2020,RPMS,"Turntable rates, in brief",Other,,False,4,25,4,False,False,False,False,0,False,5.5,1,0.0,0.16,False,False,False
2357,3/25/2018,MSN,Yahoo alternative,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,False
2358,4/6/2020,MONO,"The ""M"" of MSG",Other,,False,4,14,5,False,False,False,False,0,False,2.75,0,0.5,0.35714285714285715,False,False,True
2359,9/22/2019,KERI,Popular moisturizing lotion,Other,,False,3,27,2,False,False,False,False,0,False,8.333333333333334,0,0.0,0.07407407407407407,False,False,False
2360,8/30/2020,BESPOKE,"Custom-made, as a suit",Other,,False,4,22,5,False,False,False,False,0,False,4.75,1,0.0,0.22727272727272727,False,False,True
2361,10/11/2021,NONO,Forbidden action,Other,,False,2,16,1,False,False,False,False,0,False,7.5,0,0.5,0.0625,False,False,False
2362,12/17/2017,CTA,Inits. for getting around the Loop,Other,,False,6,34,6,False,False,False,False,1,False,4.833333333333333,0,0.16666666666666666,0.17647058823529413,False,False,False
2363,9/6/2019,IAMSO,Response to a disbeliever,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.0,0.12,False,False,False
2364,10/29/2018,AAS,Some small batteries,Other,,False,3,20,2,False,False,False,False,0,False,6.0,0,0.0,0.1,False,False,True
2365,7/27/2020,ERASE,Wipe the board clean,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.0,0.15,False,False,True
2366,6/7/2021,EASY,"""Piece of cake!""",Other,,False,3,16,5,True,False,False,False,0,False,4.666666666666667,0,0.0,0.3125,False,False,True
2367,2/15/2018,LOBES,Brain sections,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2368,8/11/2021,MID,Prefix with day or night,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.0,0.16666666666666666,False,False,True
2369,6/15/2021,ALLSTARS,Popular Converse shoes,Other,,False,3,22,2,False,False,False,False,0,False,6.666666666666667,0,0.3333333333333333,0.09090909090909091,False,False,False
2370,6/8/2021,EPIC,"___ Games, maker of Fortnite",Other,,False,5,28,8,False,True,False,False,0,False,4.8,1,0.4,0.2857142857142857,False,False,True
2371,4/20/2020,JUMBOTRON,"Giant-sized TV, as in a stadium",Other,,False,6,31,7,False,False,False,False,0,False,4.333333333333333,1,0.16666666666666666,0.22580645161290322,False,False,False
2372,2/17/2019,DEEM,Regard,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
2373,8/17/2021,OBERON,Shakespeare's fairy king,Other,,False,3,24,3,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.125,False,False,True
2374,12/31/2018,HTTP,Web address starter,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.3333333333333333,0.10526315789473684,False,False,False
2375,12/25/2018,THIN,"Become less dense, with ""out""",Other,,False,5,29,7,False,False,False,False,0,False,5.0,1,0.2,0.2413793103448276,False,False,True
2376,12/5/2017,IRA,One of the Gershwins,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.25,0.15,False,False,True
2377,4/23/2018,EDIT,"Cut and paste text, e.g.",Other,,False,5,24,7,False,False,False,False,2,False,4.0,1,0.2,0.2916666666666667,True,False,True
2378,7/20/2019,TIRANE,Capital on the Balkan Peninsula,Other,,False,5,31,4,False,False,False,False,0,False,5.4,0,0.4,0.12903225806451613,False,False,False
2379,5/11/2018,OMEGAS,Horseshoe lookalikes,Other,,False,2,20,1,False,False,False,False,0,False,9.5,0,0.5,0.05,False,False,True
2380,12/20/2018,RENO,"___ Sweeney, leading character in ""Anything Goes""",Other,,False,7,49,12,False,True,False,False,0,False,6.142857142857143,1,0.42857142857142855,0.24489795918367346,False,False,False
2381,10/7/2018,TON,Truckful,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
2382,5/14/2021,CRIP,"""___ Camp,"" 2020 Oscar-nominated documentary",Other,,False,5,44,15,False,True,False,False,0,False,8.0,1,0.4,0.25,False,False,False
2383,6/12/2019,SHOE,Clog or pump,Other,,False,3,12,2,False,False,False,False,0,False,3.3333333333333335,0,0.3333333333333333,0.16666666666666666,False,False,True
2384,4/11/2018,SHOW,"What must go on, proverbially",Other,,False,5,29,5,False,False,False,False,0,False,5.0,1,0.0,0.1724137931034483,False,False,True
2385,11/24/2019,ACRID,Like burning rubber,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,True
2386,11/16/2020,LARVA,Immature bug,Other,,False,2,12,1,False,False,False,False,0,False,5.5,0,0.0,0.08333333333333333,False,False,True
2387,12/12/2020,SKIN,Foundation location,Other,,False,2,19,1,False,False,False,False,0,False,9.0,0,0.5,0.05263157894736842,False,False,True
2388,3/5/2021,PLANAR,Two-dimensional,Other,,False,1,15,1,False,False,False,False,0,False,15.0,0,0.0,0.06666666666666667,False,False,True
2389,3/1/2021,ASKS,Queries,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
2390,3/16/2021,ABATE,Ease,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,True
2391,9/2/2020,AGA,Turkish title,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,True
2392,4/26/2021,SYRIA,Damascus's home,Other,,False,2,15,2,False,False,False,False,0,False,7.0,0,0.5,0.13333333333333333,False,False,False
2393,1/17/2020,EERIE,"David Lynchian, say",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.6666666666666666,0.15789473684210525,False,False,True
2394,2/12/2021,DOTHEMATH,"""You can figure it out""",Other,,False,5,23,6,True,False,False,False,0,False,3.8,0,0.0,0.2608695652173913,False,False,False
2395,1/19/2019,MENSWEAR,Suits and such,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.0,0.14285714285714285,False,False,False
2396,4/26/2018,PREP,"Prestigious school, for short",Other,,False,4,29,4,False,False,False,False,0,False,6.5,1,0.0,0.13793103448275862,False,False,True
2397,7/11/2021,ONO,John Winston ___ Lennon,Other,,False,4,23,6,False,True,False,False,0,False,5.0,0,0.75,0.2608695652173913,False,False,False
2398,12/16/2018,STRAND,See 88-Down,Self-Referential,,False,2,11,4,False,False,False,False,0,False,5.0,0,0.0,0.18181818181818182,False,False,True
2399,7/2/2019,ASTER,Fall bloom,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,True
2400,7/8/2019,TOGA,Robe in old Rome,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.5,0.1875,False,False,True
2401,2/16/2021,BEATSME,"""I haven't a clue!""",Other,,False,4,19,7,True,False,False,False,0,False,4.0,0,0.0,0.3684210526315789,False,False,False
2402,8/19/2020,PLAY,"With 62-Down, lie motionless",Self-Referential,,False,4,28,7,False,False,False,False,0,False,6.25,1,0.0,0.17857142857142858,False,False,True
2403,11/10/2019,GRAIL,Last Supper item,Other,,False,3,16,2,False,False,False,False,0,False,4.666666666666667,0,0.3333333333333333,0.125,False,False,True
2404,11/14/2020,ODIN,"For whom the ravens Huginn and Muninn collect intel, in legend",Other,,False,11,62,11,False,False,False,False,0,False,4.7272727272727275,1,0.18181818181818182,0.1774193548387097,False,False,True
2405,9/12/2021,IFWE,"""___ put our heads together ...""",Other,,False,6,32,13,True,True,False,False,0,True,4.5,0,0.0,0.40625,False,False,False
2406,12/30/2020,CORER,Apple tool,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,True
2407,3/11/2018,EMOTE,"Scream or bawl, e.g.",Other,,False,4,20,6,False,False,False,False,2,False,4.25,1,0.0,0.3,True,False,True
2408,9/3/2019,KINK,Unusual sexual preference,Other,,False,3,25,2,False,False,False,False,0,False,7.666666666666667,0,0.0,0.08,False,False,True
2409,12/25/2020,LILLY,"Pharmaceutical giant, informally",Other,,False,3,32,3,False,False,False,False,0,False,10.0,1,0.0,0.09375,False,False,False
2410,10/6/2019,SNAP,Cereal mascot since 1933,Other,,False,4,24,7,False,False,False,False,0,False,5.25,0,0.25,0.125,False,False,True
2411,7/12/2020,TDS,Six-pt. plays,Other,,False,2,13,3,False,False,False,False,1,False,6.0,0,0.5,0.23076923076923078,False,False,True
2412,1/26/2021,SPYON,Watch surreptitiously,Other,,False,2,21,1,False,False,False,False,0,False,10.0,0,0.5,0.047619047619047616,False,False,False
2413,6/24/2018,UHOH,"""This is looking bad""",Other,,False,4,21,5,True,False,False,False,0,False,4.5,0,0.0,0.23809523809523808,False,False,False
2414,3/16/2019,MENTOR,Advise,Single Word,,False,1,6,0,False,False,False,False,0,False,6.0,0,0.0,0.0,False,False,True
2415,2/8/2020,IONS,Sci-fi beam makeup,Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,0,0.0,0.16666666666666666,False,False,True
2416,7/5/2018,ARTDEALER,Gallery owner,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,False
2417,3/31/2019,LIEDER,Schubert compositions,Other,,False,2,21,1,False,False,False,False,0,False,10.0,0,0.5,0.047619047619047616,False,False,False
2418,12/25/2019,SLAP,It's an affront,Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,0,0.3333333333333333,0.2,False,False,True
2419,2/23/2019,OAKLAND,Hometown of Kamala Harris,Other,,False,4,25,3,False,False,False,False,0,False,5.5,0,0.75,0.12,False,False,False
2420,10/23/2019,PLINYTHEELDER,Roman writer who came to a bad end by 20-Across,Other,,False,10,47,12,False,False,False,False,0,False,3.8,0,0.1,0.2127659574468085,False,False,False
2421,3/26/2021,YALE,"Where to find the Whiffenpoofs, who have been singing since 1909",Other,,False,11,64,15,False,False,False,False,0,False,4.909090909090909,1,0.09090909090909091,0.171875,False,False,True
2422,7/1/2019,HOGAN,Paul who played Crocodile Dundee,Other,,False,5,32,4,False,False,False,False,0,False,5.6,0,0.6,0.125,False,False,True
2423,8/16/2020,IAMTOO,"""Likewise!""",Other,,False,1,11,3,True,False,False,False,0,False,11.0,0,0.0,0.2727272727272727,False,False,False
2424,5/9/2020,TAKETHEL,"Suffer a defeat, slangily",Other,,False,4,25,4,False,False,False,False,0,False,5.5,1,0.0,0.16,False,False,False
2425,6/6/2019,ELLIS,___ Bell (Emily Bronte pen name),Other,,False,6,32,10,False,True,False,False,0,False,4.5,0,0.5,0.3125,False,False,False
2426,2/6/2021,TNT,"""Inside the N.B.A."" airer",Other,,False,4,25,8,False,False,False,False,3,False,5.5,0,0.25,0.32,False,False,False
2427,8/21/2021,VOILA,"""There you go!""",Other,,False,3,15,5,True,False,False,False,0,False,4.333333333333333,0,0.0,0.3333333333333333,False,False,False
2428,7/24/2019,IRULE,Cry with a fist pump,Other,,False,5,20,4,False,False,False,False,0,False,3.2,0,0.2,0.2,False,False,False
2429,12/16/2018,HRS,Freelancers' units: Abbr.,Other,,False,3,25,5,False,False,False,False,1,False,7.666666666666667,0,0.3333333333333333,0.2,False,False,False
2430,7/5/2020,RSS,Blog feed inits.,Other,,False,3,16,3,False,False,False,False,1,False,4.666666666666667,0,0.3333333333333333,0.1875,False,False,False
2431,6/9/2019,HAM,Croque-monsieur ingredient,Other,,False,2,26,2,False,False,False,False,0,False,12.5,0,0.0,0.07692307692307693,False,False,True
2432,10/2/2020,MANY,"""___ thanks!""",Other,,False,2,13,7,True,True,False,False,0,False,6.0,0,0.0,0.5384615384615384,False,False,True
2433,7/2/2019,OFF,Not working,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,True
2434,4/1/2018,VISAS,Embassy issuances,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.5,0.058823529411764705,False,False,True
2435,4/14/2020,OPT,"Settle on, with ""for""",Other,,False,4,21,6,False,False,False,False,0,False,4.5,1,0.25,0.2857142857142857,False,False,True
2436,11/11/2020,OATH,"""Solemn"" words",Other,,False,2,14,3,False,False,False,False,0,False,6.5,0,0.0,0.21428571428571427,False,False,True
2437,3/23/2018,MALTA,Island nation with a cross on its flag,Other,,False,8,38,7,False,False,False,False,0,False,3.875,0,0.125,0.18421052631578946,False,False,False
2438,7/26/2018,HANDYMAN,Jack-of-all-trades,Other,,False,1,18,3,False,False,False,False,0,False,18.0,0,0.0,0.16666666666666666,False,False,False
2439,6/25/2020,SETH,Egyptian god of chaos,Other,,False,4,21,3,False,False,False,False,0,False,4.5,0,0.0,0.14285714285714285,False,False,True
2440,7/31/2018,LOIRE,French wine valley,Other,,False,3,18,2,False,False,False,False,0,False,5.333333333333333,0,0.0,0.1111111111111111,False,False,False
2441,6/7/2020,WELLFED,Getting three square meals a day,Other,,False,6,32,5,False,False,False,False,0,False,4.5,0,0.0,0.15625,False,False,False
2442,7/5/2018,SNEERY,Derisive,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
2443,3/25/2021,TROT,Brisk pace,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.0,0.1,False,False,True
2444,1/28/2019,RABE,Broccoli ___,Other,,False,2,12,4,False,True,False,False,0,False,5.5,0,0.5,0.3333333333333333,False,False,False
2445,5/18/2021,ALPHA,Pack leader,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,True
2446,1/9/2018,RAPT,Totally focused,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
2447,12/12/2020,LON,Longtime college basketball coach Kruger,Other,,False,5,40,4,False,False,False,False,0,False,7.2,0,0.4,0.1,False,False,False
2448,8/17/2019,COLORADO,Boulder locale,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2449,9/28/2020,TACIT,Not stated directly,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,True
2450,8/20/2021,CLIENTELE,Patronizing types,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
2451,9/20/2018,CNBC,"""Jay Leno's Garage"" channel",Other,,False,4,27,6,False,False,False,False,0,False,6.0,0,0.5,0.2222222222222222,False,False,False
2452,5/15/2020,TONIER,More chichi,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.0,0.09090909090909091,False,False,False
2453,6/22/2021,ASEA,Offshore,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,False
2454,1/27/2020,AMORE,"Love, to Leonardo",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.6666666666666666,0.17647058823529413,False,False,False
2455,12/21/2019,ROOK,Figure in a corner,Other,,False,4,18,3,False,False,False,False,0,False,3.75,0,0.0,0.16666666666666666,False,False,True
2456,10/27/2020,KAPUT,Broken down for good,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.25,0.15,False,False,True
2457,8/19/2020,SMUT,Blue material,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.5,0.07692307692307693,False,False,True
2458,6/6/2018,SWORE,Declared on a stack of Bibles,Other,,False,6,29,5,False,False,False,False,0,False,4.0,0,0.16666666666666666,0.1724137931034483,False,False,True
2459,2/17/2021,MAO,World leader with a distinctive jacket,Other,,False,6,38,5,False,False,False,False,0,False,5.5,0,0.16666666666666666,0.13157894736842105,False,False,True
2460,10/16/2018,BOOB,Imbecile,Single Word,,False,1,8,0,False,False,False,False,0,False,8.0,0,0.0,0.0,False,False,True
2461,7/22/2019,APE,"""Great"" hominid",Other,,False,2,15,3,False,False,False,False,0,False,7.0,0,0.0,0.2,False,False,True
2462,10/31/2019,UNLOAD,Vent,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,True
2463,12/26/2020,LEIS,Aromatic attire,Other,,False,2,15,1,False,False,False,False,0,False,7.0,0,0.0,0.06666666666666667,False,False,True
2464,8/29/2021,GROW,Blossom,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
2465,9/2/2019,ESCAPE,Bust out of jail,Other,,False,4,16,3,False,False,False,False,0,False,3.25,0,0.25,0.1875,False,False,True
2466,7/2/2018,INA,Once ___ while,Other,,False,3,14,5,False,True,False,False,0,False,4.0,0,0.0,0.35714285714285715,False,False,False
2467,2/18/2021,EATSCROW,Shamefully admits defeat,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.0,0.08333333333333333,False,False,False
2468,8/18/2019,ENS,Type units,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,True
2469,10/18/2019,BONY,Like fish that can be difficult to eat,Other,,False,8,38,7,False,False,False,False,0,False,3.875,0,0.0,0.18421052631578946,False,False,True
2470,1/18/2019,DUKE,College hoops powerhouse,Other,,False,3,24,2,False,False,False,False,0,False,7.333333333333333,0,0.3333333333333333,0.08333333333333333,False,False,True
2471,3/9/2019,BALLAD,"Coleridge's ""The Rime of the Ancient Mariner,"" for one",Other,,False,9,54,12,False,False,False,False,0,False,5.111111111111111,1,0.5555555555555556,0.2222222222222222,False,False,True
2472,6/20/2019,STEED,Knight's need,Other,,False,2,13,2,False,False,False,False,0,False,6.0,0,0.5,0.15384615384615385,False,False,True
2473,7/5/2021,BBB,Consumer protection org.,Other,,False,3,24,3,False,False,False,False,1,False,7.333333333333333,0,0.0,0.125,False,False,False
2474,7/10/2019,BED,"Sack, so to speak",Other,,False,4,17,4,False,False,False,False,0,False,3.5,1,0.25,0.23529411764705882,False,False,True
2475,7/11/2020,RACER,Car on a track,Other,,False,4,14,3,False,False,False,False,0,False,2.75,0,0.0,0.21428571428571427,False,False,True
2476,2/10/2021,OCT,Mo. with a holiday on its final day,Other,,False,8,35,8,False,False,False,False,1,False,3.5,0,0.125,0.22857142857142856,False,False,False
2477,4/25/2019,PSAT,Princeton Review subj.,Other,,False,3,22,3,False,False,False,False,1,False,6.666666666666667,0,0.6666666666666666,0.13636363636363635,False,False,False
2478,4/14/2021,INSECT,One putting out feelers?,Other,,True,4,24,4,False,False,False,False,0,False,5.25,0,0.0,0.16666666666666666,False,False,True
2479,6/24/2020,ZOOMINON,Magnify,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,False
2480,8/29/2020,AFTERYOU,"""Please, go ahead""",Other,,False,3,18,5,True,False,False,False,0,False,5.333333333333333,1,0.0,0.2777777777777778,False,False,False
2481,4/1/2019,BAE,"Main squeeze, modernly",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.13636363636363635,False,False,True
2482,11/12/2020,TANDY,Jessica who was the original Blanche DuBois on Broadway,Other,,False,9,55,8,False,False,False,False,0,False,5.222222222222222,0,0.4444444444444444,0.14545454545454545,False,False,True
2483,1/16/2018,EPA,Org. concerned with soil and water,Other,,False,6,34,6,False,False,False,False,1,False,4.833333333333333,0,0.16666666666666666,0.17647058823529413,False,False,False
2484,1/17/2019,BASALTS,Volcanic rocks,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
2485,2/26/2018,EEL,Snakelike fish,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.0,0.07142857142857142,False,False,True
2486,7/22/2020,ULNA,Humerus attachment,Other,,False,2,18,1,False,False,False,False,0,False,8.5,0,0.5,0.05555555555555555,False,False,True
2487,6/13/2021,SIRI,One with a phony personality?,Other,,True,5,29,5,False,False,False,False,0,False,5.0,0,0.0,0.1724137931034483,False,False,False
2488,3/10/2020,ERR,Muff something,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2489,1/20/2021,ART,"An oil, maybe",Other,,False,3,13,3,False,False,False,False,0,False,3.6666666666666665,1,0.0,0.23076923076923078,False,False,True
2490,11/28/2019,NONCOM,"Sarge, e.g.",Other,,False,2,11,4,False,False,False,False,2,False,5.0,1,0.0,0.36363636363636365,True,False,True
2491,4/19/2019,WEIRDO,Kook,Single Word,,False,1,4,0,False,False,False,False,0,False,4.0,0,0.0,0.0,False,False,False
2492,3/18/2018,EXTS,They're added on bus. lines,Other,,False,5,27,6,False,False,False,False,1,False,4.6,0,0.2,0.2222222222222222,False,False,False
2493,8/13/2018,GOODNEWSBADNEWS,"Start of a mixed message, as illustrated by 17-, 23-, 39- and 54-Across",Other,,False,13,71,27,False,False,False,False,0,False,4.538461538461538,3,0.07692307692307693,0.2676056338028169,False,False,False
2494,2/8/2021,CEO,Corp. V.I.P.,Other,,False,2,12,5,False,False,False,False,4,False,5.5,0,1.0,0.4166666666666667,False,False,False
2495,3/27/2019,MINI,"1"" version of a 15-Across",Other,,False,5,25,9,False,False,False,False,0,False,4.2,0,0.0,0.24,False,False,False
2496,10/4/2020,GODSEND,Stroke of good fortune,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.0,0.13636363636363635,False,False,True
2497,10/2/2021,SILL,Window part,Other,,False,2,11,1,False,False,False,False,0,False,5.0,0,0.5,0.09090909090909091,False,False,True
2498,10/28/2020,RETAIL,Go (for),Other,,False,2,8,3,False,False,False,False,0,False,3.5,0,0.5,0.375,False,False,True
2499,9/12/2020,ELGRECOS,Some Prado masterpieces,Other,,False,3,23,2,False,False,False,False,0,False,7.0,0,0.3333333333333333,0.08695652173913043,False,False,False
2500,1/6/2019,CLIOS,Pitchers' awards?,Other,,True,2,17,3,False,False,False,False,0,False,8.0,0,0.0,0.17647058823529413,False,False,True
2501,4/11/2020,MITTS,Catchers of flies,Other,,False,3,17,2,False,False,False,False,0,False,5.0,0,0.0,0.11764705882352941,False,False,True
2502,8/27/2018,ANON,Shortly,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
2503,2/23/2021,AGITATE,Stir up,Other,,False,2,7,1,False,False,False,False,0,False,3.0,0,0.5,0.14285714285714285,False,False,True
2504,12/30/2020,APR,Borrower's fig.,Other,,False,2,15,3,False,False,False,False,1,False,7.0,0,0.5,0.2,False,False,False
2505,10/20/2019,ARAGON,Old kingdom of Spain,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.5,0.15,False,False,False
2506,2/9/2019,INDIANS,Team with the longest active World Series drought (as of 2018),Other,,False,11,62,16,False,False,False,False,0,False,4.7272727272727275,0,0.18181818181818182,0.1935483870967742,False,False,True
2507,7/17/2018,ASDOI,"""Likewise""",Other,,False,1,10,2,True,False,False,False,0,False,10.0,0,0.0,0.2,False,False,False
2508,11/8/2018,ANDSO,"""As a result ...""",Other,,False,4,17,8,True,False,False,False,0,True,3.5,0,0.0,0.47058823529411764,False,False,False
2509,11/26/2020,SALAMI,Deli slice,Other,,False,2,10,1,False,False,False,False,0,False,4.5,0,0.5,0.1,False,False,False
2510,4/30/2021,VITAL,Life-sustaining,Other,,False,1,15,1,False,False,False,False,0,False,15.0,0,0.0,0.06666666666666667,False,False,True
2511,4/4/2020,SAUTEED,"Like mushrooms and shrimp, often",Other,,False,5,32,5,False,False,False,False,0,False,5.6,1,0.0,0.15625,False,False,False
2512,9/5/2019,WHIR,What rotors do,Other,,False,3,14,2,False,False,False,False,0,False,4.0,0,0.0,0.14285714285714285,False,False,True
2513,8/28/2019,ARC,___ lamp,Other,,False,2,8,4,False,True,False,False,0,False,3.5,0,0.0,0.5,False,False,True
2514,8/5/2018,IRS,Schedule-keeping org.,Other,,False,2,21,3,False,False,False,False,1,False,10.0,0,0.0,0.14285714285714285,False,False,False
2515,9/4/2019,AVALON,"Frankie who co-starred in 1965's ""Beach Blanket Bingo""",Other,,False,8,54,15,False,False,False,False,0,False,5.875,0,0.375,0.2037037037037037,False,False,False
2516,5/8/2019,SEWING,Tailor's skill,Other,,False,2,14,2,False,False,False,False,0,False,6.5,0,0.5,0.14285714285714285,False,False,True
2517,10/23/2020,AWAIT,Be in store,Other,,False,3,11,2,False,False,False,False,0,False,3.0,0,0.0,0.18181818181818182,False,False,True
2518,5/23/2021,OPAL,"Birthstone for Hillary Clinton, Kamala Harris and Alexandria Ocasio-Cortez",Other,,False,9,74,10,False,False,False,False,0,False,7.333333333333333,1,0.6666666666666666,0.13513513513513514,False,False,True
2519,1/15/2019,KENS,Boy dolls,Other,,False,2,9,1,False,False,False,False,0,False,4.0,0,0.5,0.1111111111111111,False,False,True
2520,2/1/2020,IMAM,Scholar of Islamic law,Other,,False,4,22,3,False,False,False,False,0,False,4.75,0,0.25,0.13636363636363635,False,False,True
2521,4/5/2019,WERELOST,Worrisome comment from a navigator,Other,,False,5,34,4,False,False,False,False,0,False,6.0,0,0.0,0.11764705882352941,False,False,False
2522,1/9/2019,SLING,See 37-Across,Other,,False,2,13,4,False,False,False,False,0,False,6.0,0,0.0,0.15384615384615385,False,False,True
2523,11/8/2019,CLAWHAMMER,Basic part of a tool kit,Other,,False,6,24,5,False,False,False,False,0,False,3.1666666666666665,0,0.0,0.20833333333333334,False,False,False
2524,10/3/2021,BLUES,What B. B. King was king of,Other,,False,7,27,8,False,False,False,False,2,False,3.0,0,0.42857142857142855,0.2962962962962963,False,False,True
2525,4/6/2019,BLENDERS,Equipment for mixologists,Other,,False,3,25,2,False,False,False,False,0,False,7.666666666666667,0,0.0,0.08,False,False,True
2526,5/30/2019,AWARDS,"Edgar, Oscar and Tony",Other,,False,4,21,4,False,False,False,False,0,False,4.5,1,0.75,0.19047619047619047,False,False,True
2527,11/3/2020,OHHEY,"""I didn't see you there!""",Other,,False,5,25,8,True,False,False,False,0,False,4.2,0,0.0,0.32,False,False,False
2528,5/12/2018,FALSEBOTTOM,Where the magician hides the rabbit,Other,,False,6,35,5,False,False,False,False,0,False,5.0,0,0.0,0.14285714285714285,False,False,False
2529,10/15/2019,KOALA,Animal in old Qantas ads,Other,,False,5,24,4,False,False,False,False,0,False,4.0,0,0.4,0.16666666666666666,False,False,True
2530,5/24/2021,CONSENT,"What ""Yes, I'm willing!"" signifies",Other,,False,5,34,9,False,False,False,False,0,False,6.0,1,0.4,0.2647058823529412,False,False,True
2531,3/2/2021,XER,Gen ___,Other,,False,2,7,4,False,True,False,False,0,False,3.0,0,0.5,0.5714285714285714,False,False,False
2532,12/11/2019,USER,___ interface,Other,,False,2,13,4,False,True,False,False,0,False,6.0,0,0.0,0.3076923076923077,False,False,True
2533,12/14/2017,ORE,Extraction target,Other,,False,2,17,1,False,False,False,False,0,False,8.0,0,0.0,0.058823529411764705,False,False,True
2534,10/31/2020,COSA,It's a thing in Mexico,Other,,False,5,22,5,False,False,False,False,0,False,3.6,0,0.4,0.22727272727272727,False,False,False
2535,2/22/2018,EPIC,Way impressive,Other,,False,2,14,1,False,False,False,False,0,False,6.5,0,0.5,0.07142857142857142,False,False,True
2536,2/25/2021,PALE,Like beige and lilac,Other,,False,4,20,3,False,False,False,False,0,False,4.25,0,0.0,0.15,False,False,True
2537,8/18/2019,BRAVADO,Swagger,Single Word,,False,1,7,0,False,False,False,False,0,False,7.0,0,0.0,0.0,False,False,True
2538,3/19/2020,ROKU,TV streaming device,Other,,False,3,19,2,False,False,False,False,0,False,5.666666666666667,0,0.0,0.10526315789473684,False,False,False
2539,1/21/2020,FREEOF,Unburdened by,Other,,False,2,13,1,False,False,False,False,0,False,6.0,0,0.0,0.07692307692307693,False,False,False
2540,6/12/2019,OCHRE,Shade in a desert landscape,Other,,False,5,27,4,False,False,False,False,0,False,4.6,0,0.0,0.14814814814814814,False,False,False
