,clue,Word,count,other Word results
130337,Composer Camille Saint-___,SAENS,12,[]
460753,Speck,IOTA,12,"['DOT', 'MOTE', 'JOT', 'TRACE', 'ATOM']"
217670,Grind,GNASH,12,"['RUT', 'SLOG', 'WONK', 'RATRACE', 'TOIL']"
370582,Penpoint,NIB,12,[]
130029,Completely,INTOTO,12,"['HEADTOTOE', 'ALL', 'INALL', 'FROMATOZ', 'INFULL', 'ATOZ', 'STEMTOSTERN']"
197459,Fraction of a joule,ERG,12,[]
197426,Fr. holy women,STES,12,[]
82372,Bewildered,ATSEA,12,"['ATALOSS', 'INADAZE', 'DAZED', 'LOST']"
317260,Modern ice cream flavor,OREO,12,[]
315938,Miss,LASS,12,"['MAID', 'ERR', 'GAL', 'OMIT', 'GIRL']"
152020,Diarist Anais,NIN,12,[]
512008,Twosome,DUO,12,"['COUPLE', 'DUET', 'DUAD', 'PAIR', 'ITEM', 'SPAN', 'DYAD']"
475658,Suffix with ball,OON,12,[]
129611,Compass dir.,ENE,12,"['SSW', 'ESE', 'SSE']"
216750,Greek vowels,ETAS,12,['IOTAS']
244271,In the distance,AFAR,12,['YON']
439546,Shut (up),PENT,12,"['CLAMMED', 'CLAM', 'SEAL', 'COOP']"
20822,"""Steppenwolf"" author",HESSE,12,[]
476146,Suffix with serpent,INE,12,[]
17022,"""Oklahoma!"" aunt",ELLER,12,[]
315624,Minute,WEE,12,"['TEENTSY', 'EENSY', 'TEENY', 'SMALL', 'TINY', 'LITTLE', 'TEENSY', 'ATOMIC', 'BITSY']"
315377,Minnesota's St. ___ College,OLAF,12,[]
154105,Director Wertmuller,LINA,12,[]
154103,Director Welles,ORSON,12,[]
108333,Cartoonist Drake,STAN,12,[]
276247,Latin 101 verb,AMAT,12,"['AMAS', 'ESSE', 'AMO']"
476100,Suffix with ranch,ERO,12,"['ERIA', 'ETTE']"
388754,Prefix with comic,SERIO,12,[]
388812,Prefix with dermis,EPI,12,[]
154001,Director Anderson,WES,12,[]
153404,Dined,ATE,12,[]
244104,In reserve,ONICE,12,"['HELD', 'ASIDE', 'APART', 'ONTAP']"
103506,California's ___ Valley,SIMI,12,"['IMPERIAL', 'OJAI', 'YOSEMITE', 'NAPA']"
103557,Call ___ day,ITA,12,[]
243578,In addition,ELSE,12,"['ASWELL', 'AND', 'YET', 'AGAIN', 'ATTHAT', 'PLUS', 'BESIDES', 'ALSO', 'TOO']"
560796,___-X,GEN,12,['GAS']
369772,Pear variety,BOSC,12,"['ANJOU', 'BARTLETT']"
370053,Peer Gynt's mother,ASE,12,[]
509651,Try,TEST,12,"['ESSAY', 'HAVEAGOAT', 'SAMPLE', 'STAB', 'HAVEAGO', 'EFFORT', 'TASTE', 'TAX', 'VIE', 'ATTEMPT']"
108344,Cartoonist Keane,BIL,12,[]
279321,Legal scholar Guinier,LANI,12,[]
415085,Robt. ___,ELEE,12,[]
560749,___-Seltzer,ALKA,12,['BROMO']
528707,Wedding vow,IDO,12,[]
67904,Attend,GOTO,12,[]
217938,Grouch,CRAB,12,"['CRANK', 'GRUMP', 'PILL']"
476868,Summer on the Seine,ETE,12,[]
477182,Sun. talk,SER,12,[]
389041,Prefix with nautical,AERO,12,[]
314934,Mine find,ORE,12,"['LODE', 'COAL']"
108321,Cartoonist Addams,CHAS,12,[]
478039,Supped,ATE,12,"['DINED', 'ATEDINNER']"
192970,Follow,OBEY,12,"['GONEXT', 'ENSUE', 'DOG', 'ACTON', 'ADHERETO', 'SUCCEED', 'TRAIL', 'TAIL', 'TRACE', 'GOAFTER', 'GET', 'HEED']"
508573,Trim,PARE,12,"['NEAT', 'SNIP', 'SHAVE', 'EDGING', 'ADORN', 'SVELTE', 'LEAN', 'MOW', 'CLIP', 'PRUNE', 'CROP']"
314128,Milan's La ___,SCALA,12,[]
98036,Bruins' sch.,UCLA,12,[]
477921,Supermarket section,DELI,12,"['FREEZER', 'AISLE', 'MEAT', 'MEATS', 'DAIRY']"
414440,River to the North Sea,YSER,12,"['WESER', 'EMS', 'TYNE', 'ELBE', 'DEE']"
389312,Prego competitor,RAGU,12,[]
509267,Troubles,ILLS,12,"['WOES', 'BESETS', 'ADOS', 'AILS', 'PESTERS', 'HASSLES', 'CARES']"
155193,Dismounted,ALIT,12,[]
414573,Road curve,ESS,12,[]
242977,Impressionist,APER,12,[]
242457,Impart,LEND,12,[]
105726,Cape ___,ANN,12,['COD']
219841,"Gun, as an engine",REV,12,['REVUP']
391166,Prime meridian std.,GST,12,['GMT']
412755,"Rick's love in ""Casablanca""",ILSA,12,[]
49202,Actor Billy ___ Williams,DEE,12,[]
313576,Mideast grp.,PLO,12,['ISIS']
508494,Trig function,SINE,12,"['SIN', 'COTAN', 'COSEC', 'COSINE', 'COS', 'COT', 'SECANT']"
16419,"""Now I get it!""",AHA,12,"['OHH', 'AHSO']"
191578,Floor,AMAZE,12,"['STUN', 'STORY', 'KAYO', 'ASTONISH', 'WOW', 'AWE']"
156710,Do penance,ATONE,12,[]
192360,Fly,AVIATE,12,"['MAKEHASTE', 'WING', 'HIE', 'TEAR']"
282083,Life of Riley,EASE,12,['EASYSTREET']
340856,Numerical prefix,OCTO,12,"['DECA', 'HEXA', 'UNI', 'DECI', 'NONA', 'TETRA', 'OCTA', 'PENTA', 'TRI']"
126875,Comedian Mort,SAHL,12,[]
126871,Comedian Margaret,CHO,12,[]
555257,___ Lilly & Co.,ELI,12,[]
414971,"Robert of ""The Sopranos""",ILER,12,[]
55635,All thumbs,INEPT,12,"['DIGITS', 'KLUTZY', 'AWKWARD', 'CLUMSY']"
160983,Dress style,ALINE,12,['MAXI']
291045,Lima's land,PERU,12,[]
410381,Resistance units,OHMS,12,[]
480134,Swindle,SCAM,12,"['HUSTLE', 'CHISEL', 'GYP', 'CONGAME', 'ROB', 'CONJOB', 'BUNKO', 'EUCHRE', 'BILK', 'SHELLGAME', 'FLEECE', 'ROOK', 'COZEN', 'CON', 'DOIN']"
160001,Dr. Frankenstein's assistant,IGOR,12,[]
506064,Traffic caution,SLO,12,[]
391286,Primp,PREEN,12,['NEATEN']
410972,Restaurateur Toots,SHOR,12,[]
369279,Pay to play,ANTE,12,[]
441259,Simile's center,ASA,12,[]
441248,Simile center,ASA,12,['ASAN']
479439,Swarm,TEEM,12,"['HIVE', 'MOB', 'BESIEGE', 'HORDE']"
479500,Swear words?,IDO,12,"['OATHS', 'SOHELPMEGOD', 'OATH', 'SCOUTSHONOR']"
507577,Treaty,PACT,12,[]
158107,Dog-___,EARED,12,['EAR']
49313,Actor Epps,OMAR,12,[]
503510,Top,ACME,12,"['VERTEX', 'SHIRT', 'OUTDO', 'BEST', 'APEX', 'CAP', 'ZENITH', 'ONEUP', 'PEAK', 'LID', 'BLOUSE', 'OPTIMUM']"
162314,Drudge,PEON,12,"['SLAVE', 'LABORER', 'DRONE', 'SERF', 'PROLE', 'MOIL']"
504392,Total,RUNTO,12,"['AMOUNT', 'COMETO', 'ADDUP', 'ADD', 'ABSOLUTE', 'ARE', 'ALLOUT', 'ADDUPTO', 'RUIN', 'DEMOLISH', 'INALL', 'COMPLETE', 'UTTER', 'SUM', 'ENTIRE']"
187199,Fire,ZEAL,12,"['PASSION', 'PEP', 'BLAZE', 'BOOT', 'CAN', 'ARDOR', 'EXCITE', 'SACK', 'ANIMATE', 'AXE', 'LETGO']"
557601,___ cit. (footnote abbr.),LOC,12,[]
392046,Pro ___,BONO,12,"['FORMA', 'TIP', 'TEM', 'RATA']"
188241,First name in fashion,OLEG,12,"['COCO', 'RALPH', 'YVES', 'LIZ', 'IZOD']"
188159,First name in architecture,EERO,12,['ELIEL']
482343,Table scraps,ORTS,12,['LEFTOVERS']
456270,Son of Judah,ONAN,12,[]
220929,Had something,ATE,12,['AILED']
126638,"Come clean, with ""up""",FESS,12,[]
368229,Past,AGO,12,"['ONETIME', 'OVER', 'OLD', 'BYGONE']"
557485,___ canto,BEL,12,[]
93921,Brand,SEAR,12,['MAKE']
49539,Actor McKellen,IAN,12,[]
31436,"""___ homo""",ECCE,12,[]
292608,Literary olio,ANA,12,[]
53906,Aide: Abbr.,ASST,12,[]
163369,Dundee denial,NAE,12,[]
11741,"""In that case ...""",IFSO,12,[]
310206,Medical suffix,OSIS,12,"['OMA', 'ESE', 'ITIS']"
310204,Medical suffix,ITIS,12,"['OMA', 'ESE', 'OSIS']"
50073,Actress Blanchett,CATE,12,[]
222360,Hammer part,PEEN,12,['CLAW']
96206,Bring out,EDUCE,12,"['EVOKE', 'ELICIT']"
533685,Whatever,ANY,12,['ATALL']
5515,"""Do the Right Thing"" pizzeria",SALS,12,[]
409594,Reply to the Little Red Hen,NOTI,12,[]
557574,___ chi ch'uan,TAI,12,[]
187944,First lady,EVE,12,[]
187391,Fireplace,INGLE,12,[]
483314,Take off,SOAR,12,"['ERASE', 'REMOVE', 'SHED', 'DEPART', 'SPLIT', 'LOP', 'DEDUCT', 'STRIP', 'PEEL', 'HITTHEROAD', 'FLEE', 'HIE', 'EXIT']"
185871,Film ___,NOIR,12,[]
91802,Boot,OUST,12,"['HEAVEHO', 'EXPEL', 'EJECT', 'UNSEAT', 'EVICT', 'DEPOSE', 'FIRE']"
50241,Actress Farrow,MIA,12,[]
395693,Pulitzer winner James,AGEE,12,[]
15283,"""Much ___ About Nothing""",ADO,12,[]
503078,Took in,ATE,12,"['GULLED', 'DUPED', 'MADE', 'EYED', 'REAPED', 'EARNED']"
550564,Yearn,ACHE,12,"['LONG', 'ASPIRE', 'HANKER', 'PINE']"
292720,Litigant,SUER,12,[]
294168,Location,SITE,12,[]
80014,"Before, to Byron",ERE,12,[]
223288,Happening,EVENT,12,"['AFOOT', 'GOINGON', 'EPISODE']"
223173,Hankering,ITCH,12,"['URGE', 'YEN', 'THIRST', 'WISH', 'WANT']"
42995,60 minuti,ORA,12,[]
346908,On ___ with (equal to),APAR,12,[]
442059,Singer Yoko,ONO,12,[]
95724,Bridle strap,REIN,12,[]
239063,"However, briefly",THO,12,[]
184773,Fields,AREAS,12,"['METIERS', 'LEAS']"
184156,Feudal estate,FIEF,12,['MANOR']
407185,Regions,AREAS,12,[]
109330,Catch,SNARE,12,"['GRAB', 'HOOK', 'HEAR', 'ENTRAP', 'SNAG', 'RUB', 'CLASP', 'BAG', 'NAIL', 'ENMESH', 'NAB', 'LAND', 'ENSNARE', 'OVERTAKE', 'GET', 'NET', 'SEE']"
484968,Target,AIMAT,12,"['AIM', 'PREY', 'TAKEAIMAT']"
294648,Lollapalooza,ONER,12,"['BEAUT', 'LULU', 'DOOZY', 'HUMDINGER', 'DILLY']"
24121,"""The Thin Man"" pooch",ASTA,12,[]
240125,Hurry,HIE,12,"['TROT', 'MAKEHASTE', 'HASTE', 'RACE', 'RUN', 'RUSH', 'SPEED']"
42728,500 sheets,REAM,12,[]
345350,Old dagger,SNEE,12,[]
502965,Took a load off,SAT,12,['HADASEAT']
408112,Release,EMIT,12,"['UNTIE', 'EMISSION', 'EXHALE', 'SETFREE', 'UNLOCK', 'UNHAND', 'EXEMPT', 'UNDO', 'LETOFF', 'UNLOOSE', 'LETGO']"
186423,Final authority,SAYSO,12,[]
483366,Take out,DELE,12,"['TREAT', 'ERASE', 'OFF', 'KILL', 'REMOVE', 'DELETE', 'DATE']"
4908,"""Damn Yankees"" vamp",LOLA,12,[]
50453,Actress Long,NIA,12,[]
396535,Purge,RID,12,"['EGEST', 'CLEANOUT']"
549052,Writer Fleming,IAN,12,[]
501573,To and ___,FRO,12,[]
558807,___ manual,USERS,12,[]
295527,Longfellow's bell town,ATRI,12,[]
53280,Against,ANTI,12,"['CONTRA', 'VERSUS', 'INTO', 'NOTFOR', 'CON']"
227745,Health resort,SPA,12,[]
444373,Ski lift,TBAR,12,[]
451032,Some M.I.T. grads,EES,12,['ENGS']
226329,Hawaiian goose,NENE,12,[]
4067,"""Chances ___""",ARE,12,[]
364654,Part of H.R.H.,HER,12,['HIS']
364760,Part of N.B.,NOTA,12,['BENE']
347114,On the ___ (fleeing),LAM,12,[]
76411,Basso Pinza,EZIO,12,[]
307463,Martini's partner,ROSSI,12,[]
50738,Actress Scala,GIA,12,[]
50772,Actress Sorvino,MIRA,12,[]
307123,Marquis de ___,SADE,12,[]
398329,Q.E.D. part,ERAT,12,['QUOD']
98727,Buffalo's county,ERIE,12,[]
76054,Basics,ABCS,12,[]
182238,Faux ___,PAS,12,[]
558743,___ list,DEANS,12,"['WINE', 'ENEMIES', 'WISH', 'TODO']"
98601,Buddy,MAC,12,"['CHUM', 'ACE', 'BRO', 'BUB', 'PAISANO', 'KIDDO', 'MATE', 'PAL', 'AMIGO', 'HOMIE', 'MISTER', 'COMPADRE', 'PAISAN']"
181453,Fashion monogram,YSL,12,[]
444615,Skin cream ingredient,ALOE,12,"['RETINOL', 'ALOEVERA', 'RETINA']"
227823,Heaps,ATON,12,"['SLEWS', 'ASLEW', 'ALOT', 'TONS', 'LOTS', 'PILES', 'MOUNDS', 'ALOAD', 'PASSELS', 'APILE']"
347440,Once called,NEE,12,[]
121819,Clear,RID,12,"['EARN', 'PURGE', 'EXONERATE', 'ERASE', 'LUCENT', 'LIMPID', 'PATENT', 'UNSTOP', 'ABSOLVE', 'ACQUIT', 'EVIDENT', 'LUCID', 'UNCLOG', 'NET']"
99510,Bumbling,INEPT,12,[]
76976,Battling,ATWAR,12,['ATIT']
298835,Lulu,ONER,12,"['BEAUT', 'CORKER', 'DOOZY', 'PIP']"
179240,Fair,SOSO,12,"['EVEN', 'CRICKET', 'SUNNY', 'ETHICAL', 'CLEAR', 'EVENSTEVEN', 'EXPO', 'UNBIASED', 'AVERAGE', 'NOTBAD', 'JUST', 'NOTSOBAD', 'EQUITABLE', 'EVENHANDED']"
179296,Fair-hiring inits.,EEO,12,['EOE']
169812,Employs,USES,12,['WIELDS']
98965,Build,ERECT,12,['CREATE']
498721,Tic-tac-toe win,OOO,12,[]
229229,Helper,AIDE,12,"['HAND', 'CUE', 'ASSISTANT']"
104287,"Camera type, briefly",SLR,12,[]
237502,Hot,STOLEN,12,"['SPICY', 'CHIC', 'INDEMAND', 'RILED', 'ALLTHERAGE', 'IRED', 'SEXY', 'ONASTREAK', 'TORRID', 'IRATE', 'ONAROLL', 'SAHARAN', 'XRATED', 'INSTYLE', 'TRENDY', 'RILEDUP', 'STEAMED', 'ANGRY', 'EROTIC', 'RACY']"
557887,___ de mer,MAL,12,[]
487462,Tennis score after deuce,ADIN,12,[]
179880,Fam. member,REL,12,"['SIS', 'SIB']"
558342,___ generis,SUI,12,[]
487718,Tequila source,AGAVE,12,[]
448036,Smitten,INLOVE,12,['ENAMORED']
360038,Over,ENDED,12,"['UPON', 'ONCEMORE', 'ACROSS', 'AGAIN', 'PAST', 'ABOVE', 'ANEW', 'ONTOPOF', 'AFRESH', 'ONEMORETIME', 'ATANEND', 'ATOP', 'DONE']"
360036,Over,ATOP,12,"['UPON', 'ENDED', 'ONCEMORE', 'ACROSS', 'AGAIN', 'PAST', 'ABOVE', 'ANEW', 'ONTOPOF', 'AFRESH', 'ONEMORETIME', 'ATANEND', 'DONE']"
117195,Chipped in,ANTED,12,['ANTEDUP']
95385,Brian of ambient music,ENO,12,[]
542805,"With the bow, in music",ARCO,12,[]
118090,Christmas ___,EVE,12,"['SEALS', 'TREE', 'SEAL', 'PIE', 'CAROL']"
232516,Historical period,ERA,12,"['EPOCH', 'AGE', 'IRONAGE']"
446680,Slump,SAG,12,['RECESSION']
64923,Arrived,CAME,12,"['GOTIN', 'MADEIT']"
230475,High,STONED,12,"['EUPHORIA', 'ELEVATED', 'TALL', 'LOFTY', 'CLIMAX', 'ELATED', 'ALOFT']"
230397,Hideout,LAIR,12,"['NEST', 'DEN']"
355079,Open a bit,AJAR,12,[]
539673,Wine: Prefix,OEN,12,['OENO']
77610,Be in the red,OWE,12,[]
77715,Be of use,AVAIL,12,['SERVE']
211477,Go wrong,ERR,12,[]
7323,"""Frasier"" role",ROZ,12,"['DAPHNE', 'NILES']"
210465,Glow,AURA,12,"['ARDOR', 'RADIANCE', 'SHINE']"
138893,Crafty,SLY,12,"['ARCH', 'DEVIOUS', 'ARTFUL']"
45552,A pop,EACH,12,['PER']
524015,W.W. II arena,ETO,12,[]
464141,Squeezes (out),EKES,12,[]
464101,Squealer,RAT,12,"['PIG', 'FINK']"
69713,Available,ONTAP,12,"['ATHAND', 'UPFORGRABS', 'ONSALE', 'FORRENT', 'UNUSED', 'FORSALE', 'ONHAND', 'INSEASON', 'ONCALL', 'NOTTAKEN', 'OPEN', 'FREE', 'INPRINT']"
522524,Violinist Zimbalist,EFREM,12,[]
114926,Checked out,EYED,12,"['TESTED', 'EXAMINED', 'ONLOAN', 'OGLED', 'CASED']"
376288,Pinnacle,APEX,12,"['ACME', 'HEIGHT', 'ZENITH', 'TIPTOP', 'TOP', 'PEAK', 'IDEAL']"
96809,British rule in India,RAJ,12,[]
356851,Orchestra section,REEDS,12,"['HORNS', 'FLUTES', 'BRASSES', 'WINDS', 'OBOES']"
360262,Overflow,TEEM,12,"['ABOUND', 'SPILLAGE']"
362245,Painter Chagall,MARC,12,[]
95160,Breeze,SNAP,11,['CINCH']
361659,Pack,STOW,11,['CRAM']
356557,Opus ___,DEI,11,[]
361062,P,RHO,11,['MEDIUMRARE']
118560,Church recesses,APSES,11,[]
355598,Operatic prince,IGOR,11,[]
446615,Slugger Sammy,SOSA,11,[]
554319,___ Domingo,SANTO,11,[]
104918,Canal of song,ERIE,11,[]
231962,Hip,COOL,11,"['MOD', 'WITHIT', 'MODERN', 'TUNEDIN', 'INSTYLE', 'WISE', 'TRENDY', 'AWARE', 'UPTODATE', 'AUCOURANT']"
447419,Small songbird,WREN,11,"['FINCH', 'PIPIT', 'TOMTIT', 'TIT']"
361936,Page of music,PATTI,11,[]
362620,Pale,ASHEN,11,"['ASHY', 'WAN']"
40432,1997 Peter Fonda title role,ULEE,11,[]
120364,Claim,ALLEGE,11,"['LIEN', 'PROFESS', 'AVER', 'ASSERT', 'DIBS', 'PURPORT', 'ASSERTION']"
350552,"One of the friends on ""Friends""",ROSS,11,"['RACHEL', 'PHOEBE', 'MONICA']"
116655,Children's song refrain,EIEIO,11,[]
120906,Classic Jaguar,XKE,11,[]
538487,Wife of Zeus,HERA,11,[]
553916,___ California,BAJA,11,['ALTA']
230339,Hide,PELT,11,"['CLOAK', 'SKIN', 'VEIL', 'MASK', 'CONCEAL', 'BURY', 'ENSCONCE', 'HOLEUP', 'STASH', 'SCREEN', 'SECLUDE', 'SECRETE']"
121188,Classic muscle car,GTO,11,[]
538018,Whole lot,TON,11,"['GOB', 'SLEW', 'BUSHEL', 'SCAD', 'PASSEL', 'RAFT']"
121822,Clear (of),RID,11,[]
347431,Once again,ANEW,11,[]
364300,Parrot,ECHO,11,"['REPEAT', 'MIMIC', 'APE', 'IMITATOR', 'ECHOER', 'APER', 'IMITATE']"
350048,One of the Baldwins,ALEC,11,[]
350254,One of the Jackson 5,TITO,11,"['MARLON', 'MICHAEL']"
347232,On the ocean,ASEA,11,['ATSEA']
347356,On vacation,AWAY,11,['OFF']
89016,Blood-typing letters,ABO,11,[]
122372,Clinches,ICES,11,"['SEWSUP', 'SEALS']"
543795,Wonder,AWE,11,[]
122655,Clockmaker Thomas,SETH,11,[]
537261,Whisper sweet nothings,COO,11,[]
122733,Close,SHUT,11,"['ATHAND', 'END', 'SIMILAR', 'NOTFAR', 'FINISH', 'TIGHT', 'NIGH', 'ONINTIMATETERMS', 'SEAL', 'NEARBY', 'BYANOSE', 'IMMINENT', 'NEAR']"
123172,Cloudless,CLEAR,11,['FAIR']
560809,___-a-brac,BRIC,11,[]
104989,Canceled,NOGO,11,"['OFF', 'NIXED', 'AXED', 'ERASED', 'EXEDOUT', 'VOIDED']"
229856,Hero,SUB,11,"['IDOL', 'HOAGIE', 'SAVIOR', 'POBOY', 'HOAGY']"
116362,Chief Norse god,ODIN,11,[]
88509,Blender setting,PUREE,11,"['MIX', 'CHOP', 'GRATE']"
88321,Blast from the past,OLDIE,11,['ATEST']
343384,Offended,HURT,11,"['STUNG', 'HUFFY']"
560900,___-de-France,ILE,11,[]
369153,Pavement caution,SLO,11,[]
368197,Passover feast,SEDER,11,[]
368156,Passion,ARDOR,11,"['ELAN', 'HEAT', 'ZEAL', 'FIRE']"
530140,Western tribe,UTES,11,"['OTO', 'UTE', 'OTOES', 'OTOE', 'OTOS']"
126687,Come out,EMERGE,11,"['DEBUT', 'EMANATE']"
127106,Comfort,EASE,11,"['BALM', 'SOLACE', 'SALVE', 'REASSURE']"
87711,Black,EBON,11,"['ONYX', 'UNLIT', 'SABLE', 'EBONY', 'JET', 'INKY']"
96257,Bring together,UNITE,11,"['UNIFY', 'MARSHAL', 'AMASS']"
340288,"Now, in Nogales",AHORA,11,[]
237148,Hosp. areas,ERS,11,"['ORS', 'ICUS']"
228767,Height: Prefix,ACRO,11,"['ALTI', 'ACR']"
229116,Help in crime,ABET,11,[]
369651,Peak,ACME,11,"['VERTEX', 'APOGEE', 'TOR', 'APEX', 'MAXIMUM', 'SUMMIT', 'MAX', 'CREST']"
369566,Peaceful,IRENIC,11,['SERENE']
560835,___-bitsy,ITSY,11,[]
528967,Weight,ONUS,11,['HEFT']
340037,Novelist Ferber,EDNA,11,[]
369769,Pear type,BOSC,11,[]
369876,Peculiar,ODD,11,"['EERIE', 'FUNNY']"
560759,___-Tass news agency,ITAR,11,[]
130302,Compos mentis,SANE,11,[]
444058,Size up,ASSESS,11,"['READ', 'EYE', 'CASE', 'RATE']"
93002,Bowl,ARENA,11,[]
227820,Heaps,ALOT,11,"['SLEWS', 'ASLEW', 'ATON', 'TONS', 'LOTS', 'PILES', 'MOUNDS', 'ALOAD', 'PASSELS', 'APILE']"
228328,Heavenly hunter,ORION,11,[]
338967,Nota ___,BENE,11,[]
3954,"""Casablanca"" role",ILSA,11,"['UGARTE', 'SAM', 'RICK']"
527722,Way to go: Abbr.,RTE,11,['AVE']
115526,Chemical suffix,ANE,11,"['INE', 'ENE', 'ASE', 'IDE']"
371097,Perched on,ATOP,11,[]
371292,Perfectly,TOAT,11,"['ONTHENOSE', 'TOATURN', 'PAT', 'TOATEE']"
371105,Percolate,SEEP,11,"['LEACH', 'SEEPIN', 'OOZE']"
527637,Way out,EGRESS,11,"['RECOURSE', 'ALIBI', 'FREAKY', 'FAR', 'GATE', 'STRANGE', 'DOOR', 'ESCAPE', 'AFAR', 'EXIT']"
527078,Water color,AQUA,11,['SEABLUE']
131106,Con's opposite,PRO,11,[]
131677,Conductor Klemperer,OTTO,11,[]
131698,Conductor Toscanini,ARTURO,11,[]
6571,"""Evita"" role",CHE,11,"['EVA', 'PERON']"
335605,Noshed,ATE,11,['SNACKED']
335703,Not a copy: Abbr.,ORIG,11,[]
226324,Hawaiian garland,LEI,11,[]
450992,Some Ivy Leaguers,ELIS,11,['YALIES']
450664,Some,ABIT,11,"['AFEW', 'ANY', 'ACOUPLE', 'ONEORMORE', 'ABITOF', 'ALITTLE', 'ATAD']"
450667,Some,AFEW,11,"['ANY', 'ACOUPLE', 'ONEORMORE', 'ABIT', 'ABITOF', 'ALITTLE', 'ATAD']"
450542,Solo,ALONE,11,"['ONEMAN', 'ARIA', 'LONE', 'GOITALONE', 'ALLALONE', 'UNAIDED', 'STAG']"
444511,Skilled,ADEPT,11,"['DEFT', 'ABLE']"
335184,Norms: Abbr.,STDS,11,[]
335555,Nose (out),EDGE,11,[]
373001,Pet,SNIT,11,"['NECK', 'DEARIE', 'CARESS', 'DEAR']"
86908,Bit of butter,PAT,11,[]
133044,Consumed,ATE,11,"['FEDON', 'EATENUP', 'EATEN', 'HAD']"
133045,Consumed,EATEN,11,"['ATE', 'FEDON', 'EATENUP', 'HAD']"
90587,Bohemian,ARTY,11,['ARTSY']
525327,Wan,ASHEN,11,"['ASHY', 'PALLID', 'PALE']"
525366,Wanderer,NOMAD,11,"['STRAY', 'GYPSY', 'HOBO']"
225478,Have bills,OWE,11,[]
225599,Have on,WEAR,11,['SPORT']
451333,Some Windows systems,NTS,11,[]
105319,Canned,AXED,11,"['ONTAPE', 'LETGO']"
134789,Copper,CENT,11,"['PENNY', 'ONECENT']"
524545,Wait,BIDE,11,"['SIT', 'SITBY']"
333164,Nile biter,ASP,11,[]
374750,Pick up,GET,11,"['LEARN', 'HEAR', 'DETECT', 'LIFT', 'ARREST', 'RECEIVE', 'INTENSIFY', 'OBTAIN', 'NAB', 'SENSE', 'ACQUIRE', 'GAIN', 'SEE']"
333348,Nintendo rival,SEGA,11,[]
523718,Voting group,BLOC,11,[]
7281,"""Foucault's Pendulum"" author",ECO,11,[]
331973,News bit,ITEM,11,[]
331893,Newcastle's river,TYNE,11,[]
375534,Pier grp.,ILA,11,[]
137356,Court divider,NET,11,[]
240364,Hwys.,RTES,11,['RDS']
223224,Hanoi holiday,TET,11,[]
21994,"""That's all ___ wrote""",SHE,11,[]
331249,New Jersey hoopsters,NETS,11,[]
331417,New Year's ___,EVE,11,['DAY']
560322,___ vincit amor,OMNIA,11,[]
377045,Pitcher's stat,ERA,11,['SAVES']
330907,Neuter,SPAY,11,"['DESEX', 'ALTER', 'GELD']"
521882,Vietnamese New Year,TET,11,[]
521385,Veto,NIX,11,"['NEGATER', 'KILL', 'OVERRULE', 'REJECT', 'BLOCK']"
140597,Cross inscription,INRI,11,[]
377076,Pitches,ADS,11,"['CANTS', 'CAREENS', 'TONES', 'ERECTS', 'HURLS', 'SLOPES']"
330191,Neighbor of Yemen,OMAN,11,[]
559996,___ tai,MAI,11,[]
327960,Narrow inlets,RIAS,11,[]
520609,Verdi opera,AIDA,11,"['ATTILA', 'ERNANI', 'RIGOLETTO', 'OTELLO']"
140808,Crow,BRAG,11,"['BOAST', 'EXULT', 'HUMBLEPIE', 'APEX', 'GLOAT']"
520434,Venus de ___,MILO,11,[]
455842,Something to shoot for,PAR,11,"['SKEET', 'IDEAL']"
240145,Hurt,ACHED,11,"['SMARTED', 'PAIN', 'DAMAGE', 'IMPAIR', 'AILED', 'SMART', 'ACHE', 'MAIM', 'HARMED', 'PAINED', 'AIL']"
442486,Single,UNWED,11,"['SOLE', 'ALONE', 'LONE', 'ONE']"
442472,Singing syllable,TRA,11,[]
84823,Big party,BASH,11,"['GALA', 'FETE']"
142796,Curses,DAMNS,11,"['BANES', 'OATHS']"
380169,Play about Capote,TRU,11,[]
327881,Narc's org.,DEA,11,[]
518815,Uzbekistan's ___ Sea,ARAL,11,[]
8436,"""Got it""",ISEE,11,"['SOISEE', 'NOTED', 'AHSO', 'ICANSEE', 'OKAY', 'YESISEE', 'IDIG', 'CHECK', 'ROGER']"
84431,Big name in ice cream,EDY,11,['EDYS']
326774,NASA's ___ Research Center,AMES,11,[]
380389,Play to ___,ATIE,11,['ADRAW']
114365,Charlottesville sch.,UVA,11,[]
144230,Daddy-o,POPS,11,"['HEPCAT', 'POP', 'COOLCAT', 'HIPSTER']"
325719,"My ___, Vietnam",LAI,11,[]
104058,Cambridge sch.,MIT,11,[]
240638,I,EGO,11,"['ONE', 'PERSONALPRONOUN']"
441912,Singer Lovett,LYLE,11,[]
241058,Ice cream brand,EDYS,11,[]
220909,Had on,WORE,11,[]
381374,Plow pullers,OXEN,11,['MULES']
381113,Pleased,GLAD,11,[]
326357,N.F.L. scores,TDS,11,[]
517259,"Up to, in ads",TIL,11,[]
517226,Up to,UNTIL,11,"['ERE', 'DOING', 'TIL']"
517225,Up to,TIL,11,"['UNTIL', 'ERE', 'DOING']"
324451,Muscat resident,OMANI,11,[]
324453,Muscat's land,OMAN,11,[]
324610,Muse of poetry,ERATO,11,[]
441831,Singer Horne,LENA,11,[]
441745,Singer Cara,IRENE,11,[]
555106,___ Kippur,YOM,11,[]
