Date,Word,Clue,Primary Cluster,Manual class,,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab,OnlyRoman,MentionsGeo
7/21/2018,ONDES,French waves,Other,Foreign language,English to French,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
11/4/2010,ONZE,French eleven,Other,Foreign language,English to French,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
7/25/2021,ORA,Italian time unit,Other,Foreign language,English to Italian,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.11764705882352941,FALSE,FALSE,TRUE,FALSE,TRUE
2/1/2019,ORA,Italian time period,Other,Foreign language,English to Italian,FALSE,3,19,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.10526315789473684,FALSE,FALSE,TRUE,FALSE,TRUE
6/16/2013,ORA,Italian for 95-Down,Self-Referential,Foreign language,English to Italian,FALSE,3,19,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.15789473684210525,FALSE,FALSE,TRUE,FALSE,TRUE
12/12/2016,HUIT,"Eight, in France",Other,Foreign language,English to French,FALSE,3,16,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,1,0.3333333333333333,0.1875,FALSE,FALSE,FALSE,FALSE,TRUE
12/3/2003,ORNE,French river,Other,Foreign language,English to French,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
8/29/2000,ICI,"Here, in France",Other,Foreign language,English to French,FALSE,3,15,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.333333333333333,1,0.3333333333333333,0.2,FALSE,FALSE,FALSE,TRUE,TRUE
5/31/2021,ORO,Spanish gold,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
7/5/2020,ORO,Spanish treasure,Other,Foreign language,English to Spanish,FALSE,2,16,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.0625,FALSE,FALSE,FALSE,FALSE,TRUE
9/18/2019,ORO,Treasure on the Spanish Main,Other,Foreign language,English to Spanish,FALSE,5,28,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.8,0,0.4,0.14285714285714285,FALSE,FALSE,FALSE,FALSE,TRUE
5/13/2015,ORO,Treasure lost on the Spanish Main,Other,Foreign language,English to Spanish,FALSE,6,33,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0.3333333333333333,0.15151515151515152,FALSE,FALSE,FALSE,FALSE,TRUE
3/27/2014,ORO,Spanish valuable,Other,Foreign language,English to Spanish,FALSE,2,16,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.0625,FALSE,FALSE,FALSE,FALSE,TRUE
2/8/1996,ICI,"At this point, in France",Other,Foreign language,English to French,FALSE,5,24,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,1,0.2,0.20833333333333334,FALSE,FALSE,FALSE,TRUE,TRUE
5/24/2013,ORO,Cargo on the Spanish Main,Other,Foreign language,English to Spanish,FALSE,5,25,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.2,0,0.6,0.16,FALSE,FALSE,FALSE,FALSE,TRUE
5/5/2013,ORO,Spanish precious metal,Other,Foreign language,English to Spanish,FALSE,3,22,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
11/19/2012,ORO,Spanish doubloon material,Other,Foreign language,English to Spanish,FALSE,3,25,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.666666666666667,0,0,0.08,FALSE,FALSE,FALSE,FALSE,TRUE
12/9/2010,ORO,Classification for some popular Spanish music,Other,Foreign language,English to Spanish,FALSE,6,45,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0.16666666666666666,0.1111111111111111,FALSE,FALSE,FALSE,FALSE,TRUE
11/13/2005,ORO,Spanish riches,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,FALSE,FALSE,TRUE
2/17/2002,ORO,Makeup of a Spanish doubloon,Other,Foreign language,English to Spanish,FALSE,5,28,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.8,0,0.2,0.14285714285714285,FALSE,FALSE,FALSE,FALSE,TRUE
1/26/2001,ORO,Spanish Main cargo,Other,Foreign language,English to Spanish,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0.3333333333333333,0.1111111111111111,FALSE,FALSE,FALSE,FALSE,TRUE
12/30/1995,ORO,Spanish playing card,Other,Foreign language,English to Spanish,FALSE,3,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.1,FALSE,FALSE,FALSE,FALSE,TRUE
6/7/2015,OROS,Suit in a Spanish card deck,Other,Foreign language,English to Spanish,FALSE,6,27,5,FALSE,FALSE,FALSE,FALSE,0,FALSE,3.6666666666666665,0,0.16666666666666666,0.18518518518518517,FALSE,FALSE,FALSE,FALSE,TRUE
4/17/2012,OROS,Some medals for Spanish athletes,Other,Foreign language,English to Spanish,FALSE,5,32,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.6,0,0.2,0.125,FALSE,FALSE,FALSE,FALSE,TRUE
8/23/2007,OROS,Rich Spanish decorations,Other,Foreign language,English to Spanish,FALSE,3,24,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.333333333333333,0,0.3333333333333333,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
7/26/2007,OROS,Spanish card suit,Other,Foreign language,English to Spanish,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.11764705882352941,FALSE,FALSE,FALSE,FALSE,TRUE
7/17/2016,OROYPLATA,Only U.S. state motto in Spanish,Other,Foreign language,English to Spanish,FALSE,6,32,7,FALSE,FALSE,FALSE,FALSE,2,FALSE,4.5,0,0.3333333333333333,0.21875,FALSE,FALSE,FALSE,FALSE,TRUE
11/28/2018,OSA,Spanish she-bear,Other,Foreign language,English to Spanish,FALSE,2,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.125,FALSE,FALSE,FALSE,FALSE,TRUE
1/14/2021,OSO,Spanish bear,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
7/23/2019,OSO,"Spanish for ""bear""",Other,Foreign language,English to Spanish,FALSE,3,18,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.2222222222222222,FALSE,FALSE,FALSE,FALSE,TRUE
9/26/2010,OSO,Spanish bruin,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
5/1/2014,OSOS,Some Spanish zoo exhibits,Other,Foreign language,English to Spanish,FALSE,4,25,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0.25,0.12,FALSE,FALSE,FALSE,FALSE,TRUE
8/19/2013,OSOS,Spanish bears,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
2/16/2014,OTRA,Spanish alternative?,Other,Foreign language,English to Spanish,FALSE,2,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,9.5,0,0,0.1,FALSE,FALSE,FALSE,FALSE,TRUE
9/18/2008,OTRA,Check box option on a Spanish survey?,Other,Foreign language,English to Spanish,FALSE,7,37,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.428571428571429,0,0.2857142857142857,0.1891891891891892,FALSE,FALSE,FALSE,FALSE,TRUE
12/27/1994,OTRA,Spanish other,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
11/6/2018,OTRO,"Spanish ""other""",Other,Foreign language,English to Spanish,FALSE,2,15,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.2,FALSE,FALSE,FALSE,FALSE,TRUE
3/1/2012,OTRO,Spanish alternative?,Other,Foreign language,English to Spanish,FALSE,2,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,9.5,0,0,0.1,FALSE,FALSE,FALSE,FALSE,TRUE
10/15/2014,OTROS,"Spanish ""others""",Other,Foreign language,English to Spanish,FALSE,2,16,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.1875,FALSE,FALSE,FALSE,FALSE,TRUE
4/26/2021,OUI,"French ""yes""",Other,Foreign language,English to French,FALSE,2,12,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.25,FALSE,FALSE,FALSE,FALSE,TRUE
10/2/2017,OUI,French affirmative,Other,Foreign language,English to French,FALSE,2,18,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,8.5,0,0,0.055555556,FALSE,FALSE,FALSE,FALSE,TRUE
5/7/2014,OUI,French vote,Other,Foreign language,English to French,FALSE,2,11,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
7/7/2019,OUIS,French acceptances,Other,Foreign language,English to French,FALSE,2,18,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,8.5,0,0,0.055555556,FALSE,FALSE,FALSE,FALSE,TRUE
4/1/2019,OUIS,French assents,Other,Foreign language,English to French,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,FALSE,FALSE,TRUE
1/5/2015,OUIS,French yeses,Other,Foreign language,English to French,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
7/4/2001,OUIS,French accords?,Other,Foreign language,English to French,FALSE,2,15,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.13333333333333333,FALSE,FALSE,FALSE,FALSE,TRUE
10/29/2021,OYE,"Spanish ""Hey!""",Other,Foreign language,English to Spanish,FALSE,2,14,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0.5,0.2857142857142857,FALSE,FALSE,FALSE,FALSE,TRUE
10/10/2021,OYE,"Spanish ""Listen!""",Other,Foreign language,English to Spanish,FALSE,2,17,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,8,0,0.5,0.23529411764705882,FALSE,FALSE,FALSE,FALSE,TRUE
4/14/2021,OYE,Spanish attention-getter,Other,Foreign language,English to Spanish,FALSE,2,24,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,11.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
3/23/2002,OYE,Spanish attention getter,Other,Foreign language,English to Spanish,FALSE,3,24,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.333333333333333,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
7/9/2020,PADRE,Spanish clergyman,Other,Foreign language,English to Spanish,FALSE,2,17,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,8,0,0,0.058823529411764705,FALSE,FALSE,TRUE,FALSE,TRUE
1/29/2019,PAELLA,Spanish rice dish,Other,Foreign language,English to Spanish,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.11764705882352941,FALSE,FALSE,FALSE,FALSE,TRUE
4/26/2020,PAISAN,Italian pal,Other,Foreign language,English to Italian,FALSE,2,11,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
7/30/2011,PANE,Italian bread,Other,Foreign language,English to Italian,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
6/23/2007,PANE,French door plate,Other,Foreign language,English to French,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.11764705882352941,FALSE,FALSE,TRUE,FALSE,TRUE
10/17/2004,PANE,French door part,Other,Foreign language,English to French,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
10/8/2014,PANINI,Italian sandwich,Other,Foreign language,English to Italian,FALSE,2,16,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.0625,FALSE,FALSE,FALSE,FALSE,TRUE
2/3/2012,PAPI,Spanish term of endearment,Other,Foreign language,English to Spanish,FALSE,4,26,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.75,0,0,0.11538461538461539,FALSE,FALSE,FALSE,FALSE,TRUE
3/29/1996,PASO,Spanish step,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
12/2/2007,PATE,French spread,Other,Foreign language,English to French,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
7/6/2019,PERE,French homophone of 30-Down,Self-Referential,Foreign language,English to French,FALSE,4,27,6,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.14814814814814814,FALSE,FALSE,FALSE,FALSE,TRUE
1/10/2005,PERE,French father,Other,Foreign language,English to French,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
12/12/2009,PERO,"Spanish ""but""",Other,Foreign language,English to Spanish,FALSE,2,13,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.23076923076923078,FALSE,FALSE,FALSE,FALSE,TRUE
3/1/2020,PESETA,Old Spanish bread,Other,Foreign language,English to Spanish,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.6666666666666666,0.11764705882352941,FALSE,FALSE,TRUE,FALSE,TRUE
2/9/2020,PESETA,Former Spanish coin,Other,Foreign language,English to Spanish,FALSE,3,19,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0.3333333333333333,0.10526315789473684,FALSE,FALSE,TRUE,FALSE,TRUE
1/16/2018,PESETA,Old Spanish coin,Other,Foreign language,English to Spanish,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0.6666666666666666,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
9/11/2006,PESETA,Pre-euro Spanish coin,Other,Foreign language,English to Spanish,FALSE,3,21,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0.3333333333333333,0.14285714285714285,FALSE,FALSE,TRUE,FALSE,TRUE
7/21/2001,PESETAS,Spanish bread,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
10/4/1998,PESETAS,Spanish specie,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
7/19/1997,PESETAS,Spanish beans,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
3/28/1997,PESETAS,Spanish cabbage,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,TRUE,FALSE,TRUE
5/6/2021,PESO,"Spanish for ""weight""",Other,Foreign language,English to Spanish,FALSE,3,20,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.2,FALSE,FALSE,TRUE,FALSE,TRUE
10/6/2013,PESO,"Spanish ""weight""",Other,Foreign language,English to Spanish,FALSE,2,16,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,7.5,0,0,0.1875,FALSE,FALSE,TRUE,FALSE,TRUE
5/5/2013,PLATA,Spanish precious metal,Other,Foreign language,English to Spanish,FALSE,3,22,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.666666666666667,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
6/7/2021,PLAYA,Spanish beach,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
3/3/2013,PLAYAS,Spanish beaches,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,TRUE,FALSE,TRUE
10/3/2010,POLLO,Spanish fowl,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
2/5/2003,POSADA,Spanish inn,Other,Foreign language,English to Spanish,FALSE,2,11,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.090909091,FALSE,FALSE,FALSE,FALSE,TRUE
6/18/2010,PUENTE,Spanish bridge,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,FALSE,FALSE,TRUE
9/7/2019,QUE,Spanish interrogative,Other,Foreign language,English to Spanish,FALSE,2,21,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,10,0,0,0.047619047619047616,FALSE,FALSE,FALSE,FALSE,TRUE
3/28/2008,REAL,Coin on the Spanish Main,Other,Foreign language,English to Spanish,FALSE,5,24,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.6,0.16666666666666666,FALSE,FALSE,TRUE,FALSE,TRUE
7/27/2011,REALES,Old Spanish silver coins,Other,Foreign language,English to Spanish,FALSE,4,24,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.25,0,0.5,0.125,FALSE,FALSE,TRUE,FALSE,TRUE
2/21/2002,REALES,Old Spanish coins,Other,Foreign language,English to Spanish,FALSE,3,17,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0.6666666666666666,0.11764705882352941,FALSE,FALSE,TRUE,FALSE,TRUE
3/3/1996,REALES,Coins in a Spanish treasure,Other,Foreign language,English to Spanish,FALSE,5,27,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.6,0,0.2,0.14814814814814814,FALSE,FALSE,TRUE,FALSE,TRUE
6/8/1995,REALS,Spanish coins of yore,Other,Foreign language,English to Spanish,FALSE,4,21,3,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.5,0,0,0.14285714285714285,FALSE,FALSE,TRUE,FALSE,TRUE
7/3/2011,REATA,"Spanish for ""rope""",Other,Foreign language,English to Spanish,FALSE,3,18,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.2222222222222222,FALSE,FALSE,FALSE,FALSE,TRUE
1/11/2014,REINA,Spanish royal,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
10/14/2004,REINA,Spanish queen,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,TRUE,FALSE,TRUE
1/22/2020,REINAS,Spanish queens,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
1/31/2016,REINAS,Spanish royalty,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,TRUE,FALSE,TRUE
5/3/2006,REINE,French royal,Other,Foreign language,English to French,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
9/23/2018,REINES,French queens,Other,Foreign language,English to French,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
1/8/2012,RENTE,French income,Other,Foreign language,English to French,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
7/6/1996,RENTE,French revenue,Other,Foreign language,English to French,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,FALSE,FALSE,TRUE
6/27/2021,REY,Spanish monarch,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,FALSE,FALSE,TRUE
5/5/2021,REY,Spanish royal,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
4/16/2021,REY,Spanish chess piece,Other,Foreign language,English to Spanish,FALSE,3,19,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.10526315789473684,FALSE,FALSE,FALSE,FALSE,TRUE
1/20/2021,REY,Spanish king,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
9/25/2017,REYES,Spanish kings,Other,Foreign language,English to Spanish,FALSE,2,13,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0,0.076923077,FALSE,FALSE,FALSE,FALSE,TRUE
5/10/1998,REYES,Spanish royalty,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,FALSE,FALSE,TRUE
6/6/2019,RIO,Feature on a Spanish map,Other,Foreign language,English to Spanish,FALSE,5,24,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4,0,0.2,0.16666666666666666,FALSE,FALSE,TRUE,FALSE,TRUE
2/10/2012,RIO,Spanish stream,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
9/24/2020,RIOJA,Dry Spanish wine,Other,Foreign language,English to Spanish,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0.6666666666666666,0.125,FALSE,FALSE,FALSE,FALSE,TRUE
1/29/2020,RIOJA,Spanish table wine,Other,Foreign language,English to Spanish,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.1111111111111111,FALSE,FALSE,FALSE,FALSE,TRUE
6/16/2018,RIOJA,Red Spanish wine,Other,Foreign language,English to Spanish,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0.3333333333333333,0.125,FALSE,FALSE,FALSE,FALSE,TRUE
2/13/2017,RIOJA,"Spanish wine region, with ""La""",Other,Foreign language,English to Spanish,FALSE,5,30,7,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.2,1,0.2,0.23333333333333334,FALSE,FALSE,FALSE,FALSE,TRUE
6/27/2016,RIOJA,Spanish red wine,Other,Foreign language,English to Spanish,FALSE,3,16,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.125,FALSE,FALSE,FALSE,FALSE,TRUE
3/1/2013,RIOJA,Spanish wine,Other,Foreign language,English to Spanish,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,FALSE,FALSE,TRUE
10/8/2012,RIOS,Spanish waterways,Other,Foreign language,English to Spanish,FALSE,2,17,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,8,0,0,0.058823529411764705,FALSE,FALSE,TRUE,FALSE,TRUE
5/31/2010,RIOS,Spanish rivers,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
10/26/1998,RIOS,Spanish streams,Other,Foreign language,English to Spanish,FALSE,2,15,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.066666667,FALSE,FALSE,TRUE,FALSE,TRUE
4/12/2020,ROI,French chess piece,Other,Foreign language,English to French,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
3/23/2016,ROI,French king,Other,Foreign language,English to French,FALSE,2,11,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5,0,0,0.090909091,FALSE,FALSE,TRUE,FALSE,TRUE
3/3/1999,ROI,French pooh-bah,Other,Foreign language,English to French,FALSE,2,15,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,7,0,0,0.13333333333333333,FALSE,FALSE,TRUE,FALSE,TRUE
7/13/2015,ROIS,French kings,Other,Foreign language,English to French,FALSE,2,12,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.5,0,0,0.083333333,FALSE,FALSE,TRUE,FALSE,TRUE
6/22/1996,ROJO,Color in a Spanish sunset,Other,Foreign language,English to Spanish,FALSE,5,25,4,FALSE,FALSE,FALSE,FALSE,0,FALSE,4.2,0,0.2,0.16,FALSE,FALSE,FALSE,FALSE,TRUE
11/1/2020,ROME,Spanish Steps city,Other,Foreign language,English to Spanish,FALSE,3,18,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0.3333333333333333,0.1111111111111111,FALSE,FALSE,TRUE,FALSE,TRUE
2/12/2006,ROSA,Spanish flower,Other,Foreign language,English to Spanish,FALSE,2,14,1,FALSE,FALSE,FALSE,FALSE,0,FALSE,6.5,0,0,0.071428571,FALSE,FALSE,TRUE,FALSE,TRUE
4/24/2012,ROSAS,Some Spanish flowers,Other,Foreign language,English to Spanish,FALSE,3,20,2,FALSE,FALSE,FALSE,FALSE,0,FALSE,6,0,0.3333333333333333,0.1,FALSE,FALSE,TRUE,FALSE,TRUE
6/17/2018,SAL,Spanish seasoning that's a letter short of its English counterpart,Other,Foreign language,English to Spanish,FALSE,10,66,10,FALSE,FALSE,FALSE,FALSE,0,FALSE,5.7,0,0.1,0.15151515151515152,FALSE,FALSE,TRUE,FALSE,TRUE
