Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,in vocab,OnlyRoman,MentionsGeo,is analogy,quoted clues
5/20/2019,ARE,"""___ you through?""",Other,,FALSE,3,18,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.4444444444444444,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/13/2015,ARE,"""___ you with me?""",Other,,FALSE,4,18,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.75,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/2/2015,SAYS,"""___ you!""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/22/2015,SEE,"""___ you!""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/2/2013,ITOLD,"""___ you!""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/16/2011,SEZ,"""___ you!""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/7/2010,ITS,"""___ you!""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/12/2010,ACT,"""___ your age!""",Other,,FALSE,3,15,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0,0.5333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/25/2010,BEON,"""___ your best behavior""",Other,,FALSE,4,24,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.25,0,0,0.3333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/6/2020,ITS,"""___ your call""",Other,,FALSE,3,15,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0,0.4666666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/5/2016,WHOS,"""___ your daddy?""",Other,,FALSE,3,17,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.47058823529411764,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/25/1999,ITS,"""___ your dime!""",Other,,FALSE,3,16,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/20/1999,IMAT,"""___ your disposal""",Other,,FALSE,3,19,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.3684210526315789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/28/2014,CURB,"""___ Your Enthusiasm""",Other,,FALSE,3,21,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.333333333333333,0,0.6666666666666666,0.3333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
9/24/2012,FOR,"""___ Your Eyes Only""",Other,,FALSE,4,20,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.25,0,0.75,0.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/18/2018,USE,"""___ your head!""",Other,,FALSE,3,16,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/24/2016,USE,"""___ your head""",Other,,FALSE,3,15,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0,0.4666666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
9/25/2012,EAT,"""___ your heart out!""",Other,,FALSE,4,21,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,0,0,0.42857142857142855,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/3/2009,ASPER,"""___ your instructions ...""",Other,,FALSE,4,27,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,6,0,0,0.4074074074074074,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/20/1997,NOTON,"""___ your life!""",Other,,FALSE,3,16,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/19/2019,ZIP,"""___ your lip!""",Other,,FALSE,3,15,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,0,0,0.5333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/3/2013,GOASK,"""___ your mother""",Other,,FALSE,3,17,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.4117647058823529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/2/2006,IBEG,"""___ your pardon!""",Other,,FALSE,3,18,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.4444444444444444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/31/1998,IBEG,"""___ your pardon?""",Other,,FALSE,3,18,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.4444444444444444,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/29/2019,SHUT,"""___ your piehole!""",Other,,FALSE,3,19,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.42105263157894735,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/5/2013,ITAKE,"""___ your point""",Other,,FALSE,3,16,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/21/2020,NAME,"""___ your price!""",Other,,FALSE,3,17,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,0.47058823529411764,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
1/24/2021,ASPER,"""___ your request ...""",Other,,FALSE,4,22,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.75,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/8/2014,PER,"""___ your request ...""",Other,,FALSE,4,22,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.75,0,0,0.5,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/9/1995,ILIKE,"""___ your style""",Other,,FALSE,3,16,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/5/2012,BEON,"""___ your toes!""",Other,,FALSE,3,16,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,0,0,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/24/1994,IHOPE,"""___ you're happy!""",Other,,FALSE,3,19,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.666666666666667,0,0,0.47368421052631576,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/18/2011,IHOPE,"""___ you're satisfied now!""",Other,,FALSE,4,27,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.37037037037037035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/5/2011,DOAS,"""___ you're told!""",Other,,FALSE,3,18,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/25/2018,BRACE,"""___ yourself!""",Other,,FALSE,2,15,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7,0,0,0.4666666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/24/2021,SUIT,"""___ yourself""",Other,,FALSE,2,14,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,0,0,0.42857142857142855,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/8/2013,BRACE,"""___ yourself""",Other,,FALSE,2,14,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,0,0,0.42857142857142855,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
5/3/2011,BAH,"""___! Humbug!""",Other,,FALSE,2,14,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,0,0.5,0.5714285714285714,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/29/2014,HARK,"""___! The Herald Angels Sing""",Other,,FALSE,5,29,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0.8,0.3448275862068966,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/12/1994,YES,"""___! We Have No Bananas""",Other,,FALSE,5,25,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.2,0,0.8,0.4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/21/2000,SPEECHLESS,"""___""",Completely non-alphabet,,FALSE,1,5,5,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/21/2000,ATALOSSFORWORDS,"""___""",Completely non-alphabet,,FALSE,1,5,5,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/21/2000,TONGUETIED,"""___""",Completely non-alphabet,,FALSE,1,5,5,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,0,0,1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/6/2020,OCOME,"""___, all ye faithful""",Other,,FALSE,4,22,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.75,1,0,0.4090909090909091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/12/2019,OCOME,"""___, All Ye Faithful""",Other,,FALSE,4,22,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.75,1,0.75,0.4090909090909091,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/4/2018,ADIOS,"""___, amigo""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,1,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
10/12/2019,HERE,"""___, boy!""",Other,,FALSE,2,11,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,1,0,0.7272727272727273,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/2/2015,HERE,"""___, boy""",Other,,FALSE,2,10,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,1,0,0.7,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/16/1996,RULE,"""___, Britannia""",Other,,FALSE,2,16,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7.5,1,0.5,0.4375,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/23/2010,SUP,"""___, bro?""",Other,,FALSE,2,11,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,1,0,0.7272727272727273,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/13/2014,AMEN,"""___, brother!""",Other,,FALSE,2,15,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,7,1,0,0.5333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
12/10/2018,ETTU,"""___, Brute!""",Other,,FALSE,2,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,1,0.5,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/13/2020,ETTU,"""___, Brute?""",Other,,FALSE,2,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,1,0.5,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/20/2006,AVE,"""___, Caesar!""",Other,,FALSE,2,14,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,1,0.5,0.5714285714285714,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/29/1994,HAIL,"""___, Caesar!""",Other,,FALSE,2,14,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,1,0.5,0.5714285714285714,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/6/2016,AYE,"""___, captain!""",Other,,FALSE,2,15,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,7,1,0,0.5333333333333333,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/8/2015,SNAP,"""___, crackle, pop""",Other,,FALSE,3,19,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.666666666666667,2,0,0.47368421052631576,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/3/2011,NEIN,"""___, danke""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,1,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/20/1993,LIVE,"""___, from New York...""",Other,,FALSE,4,23,12,TRUE,TRUE,FALSE,FALSE,0,TRUE,5,1,0.5,0.5217391304347826,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
9/16/2019,BAH,"""___, humbug!""",Other,,FALSE,2,14,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6.5,1,0,0.5714285714285714,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/11/1994,ICAME,"""___, I saw ...""",Other,,FALSE,4,16,12,TRUE,TRUE,FALSE,FALSE,0,TRUE,3.25,1,0.25,0.75,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/26/2012,MADAM,"""___, I'm Adam""",Other,,FALSE,3,15,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,1,0.6666666666666666,0.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/5/2017,OOH,"""___, I'm so scared! (not really)""",Other,,FALSE,6,34,15,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.833333333333333,1,0.16666666666666666,0.4411764705882353,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/7/2019,AVE,"""___, Imperator!""",Other,,FALSE,2,17,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,8,1,0.5,0.47058823529411764,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/25/2010,LORD,"""___, is it I?""",Other,,FALSE,4,15,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,3,1,0.25,0.6666666666666666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/7/2002,JESU,"""___, Joy of Man's Desiring""",Other,,FALSE,5,28,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.8,1,0.6,0.39285714285714285,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/6/1995,YES,"""___, ma'am""",Other,,FALSE,2,12,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,1,0,0.6666666666666666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
9/7/2020,AHOY,"""___, matey!""",Other,,FALSE,2,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,1,0,0.6153846153846154,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/18/2015,YAY,"""___, me!""",Other,,FALSE,2,10,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,1,0,0.8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/19/2015,WHO,"""___, me?""",Other,,FALSE,2,10,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.5,1,0,0.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/11/2019,EENIE,"""___, meenie ...""",Other,,FALSE,3,17,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,5,1,0,0.6470588235294118,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
11/20/2019,EENY,"""___, meeny ...""",Other,,FALSE,3,16,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.666666666666667,1,0,0.6875,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/10/2021,EENY,"""___, meeny, miney, mo ...""",Other,,FALSE,5,27,15,TRUE,TRUE,FALSE,FALSE,0,TRUE,4.6,3,0,0.5555555555555556,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/9/2012,EENY,"""___, meeny, miney, mo""",Other,,FALSE,4,23,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,3,0,0.4782608695652174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/6/1999,NEARER,"""___, My God, to Thee""",Other,,FALSE,5,22,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.6,2,0.6,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/26/1995,ALAS,"""___, my Love! ye do me wrong""",Other,,FALSE,7,30,13,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.4285714285714284,1,0.14285714285714285,0.43333333333333335,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
4/10/2005,SAILON,"""___, O Ship of State!""",Other,,FALSE,5,23,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.8,1,0.6,0.4782608695652174,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/30/2019,ISAY,"""___, old chap!""",Other,,FALSE,3,16,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,1,0,0.5625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/19/2006,ISAY,"""___, old chap""",Other,,FALSE,3,15,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.333333333333333,1,0,0.5333333333333333,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/25/1994,RIDI,"""___, Pagliaccio""",Other,,FALSE,2,17,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,8,1,0.5,0.4117647058823529,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/7/1997,YEAH,"""___, right""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,1,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/8/2017,AHH,"""___, that feels good!""",Other,,FALSE,4,23,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,1,0,0.43478260869565216,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/13/1995,SPACE,"""___, the final frontier...""",Other,,FALSE,4,28,12,TRUE,TRUE,FALSE,FALSE,0,TRUE,6.25,1,0,0.42857142857142855,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/22/2011,YEA,"""___, though I walk ...""",Other,,FALSE,5,24,13,TRUE,TRUE,FALSE,FALSE,0,TRUE,4,1,0.2,0.5416666666666666,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/2/1999,HUP,"""___, two, three, four...""",Other,,FALSE,4,26,14,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.75,3,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/28/2016,YEA,"""___, verily""",Other,,FALSE,2,13,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,1,0,0.5384615384615384,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/24/2014,VENI,"""___, vidi, vici""",Other,,FALSE,3,17,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,2,0,0.5294117647058824,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/24/1996,LIZA,"""___, With a Z""",Other,,FALSE,4,15,9,TRUE,TRUE,FALSE,FALSE,0,FALSE,3,1,0.5,0.6,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
11/19/2013,TOSIR,"""___, With Love""",Other,,FALSE,3,16,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.666666666666667,1,0.6666666666666666,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/4/2010,YEAH,"""___, you!""",Other,,FALSE,2,11,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,1,0,0.7272727272727273,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/20/2001,TAG,"""___, you're it!""",Other,,FALSE,3,17,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,5,1,0,0.5882352941176471,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/27/2015,CSI,"""___: Cyber""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0.5,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
12/26/2007,CSI,"""___: Miami""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0.5,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/21/1996,ODEON,"""___a Grecian Urn""",Other,,FALSE,3,18,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.333333333333333,0,0.6666666666666666,0.3888888888888889,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/16/1994,GET,"""___a life!""",Other,,FALSE,2,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,5.5,0,0,0.5833333333333334,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
7/21/1996,IMET,"""___a man who wasn't there""",Other,,FALSE,5,27,10,TRUE,TRUE,FALSE,FALSE,0,FALSE,4.6,0,0,0.37037037037037035,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/22/1996,ISHOT,"""___an arrow...""",Other,,FALSE,2,16,9,TRUE,TRUE,FALSE,FALSE,0,TRUE,7.5,0,0,0.5625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/24/1996,POMP,"""___and Circumstance""",Other,,FALSE,2,21,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,10,0,0.5,0.2857142857142857,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/21/1996,ASFAR,"""___as that goes...""",Other,,FALSE,3,20,10,TRUE,TRUE,FALSE,FALSE,0,TRUE,6,0,0,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
3/31/1996,ASBAD,"""___as things may seem...""",Other,,FALSE,4,26,11,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.75,0,0,0.4230769230769231,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/23/1996,EVEN,"""___as we speak...""",Other,,FALSE,3,19,10,TRUE,TRUE,FALSE,FALSE,0,TRUE,5.666666666666667,0,0,0.5263157894736842,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
6/10/1996,ITLL,"""___be a cold day in...""",Other,,FALSE,5,24,12,TRUE,TRUE,FALSE,FALSE,0,TRUE,4,0,0,0.5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
5/9/1996,YOUD,"""___Be So Nice to Come Home To""",Other,,FALSE,7,31,11,TRUE,TRUE,FALSE,FALSE,0,FALSE,3.5714285714285716,0,0.7142857142857143,0.3548387096774194,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
3/24/1996,ORARE,"""___Ben Jonson!""",Other,,FALSE,2,16,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7.5,0,0.5,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/10/1996,LETME,"""___Call You Sweetheart""",Other,,FALSE,3,24,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7.333333333333333,0,0.6666666666666666,0.2916666666666667,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
6/13/1996,IAMA,"""___Camera""",Other,,FALSE,1,11,5,TRUE,TRUE,FALSE,FALSE,0,FALSE,11,0,0,0.45454545454545453,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/13/1999,ONEO,"""___'Clock Jump""",Other,,FALSE,2,16,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7.5,0,0.5,0.4375,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/5/2006,TENO,"""___'clock scholar""",Other,,FALSE,2,19,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,9,0,0,0.3684210526315789,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
8/18/2009,ROBO,"""___Cop""",Other,,FALSE,1,8,5,TRUE,TRUE,FALSE,FALSE,0,FALSE,8,0,0,0.625,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/18/1997,UPSA,"""___-daisy!""",Other,,FALSE,1,12,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,12,0,0,0.5833333333333334,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/12/1994,BETTE,"""___Davis Eyes""",Other,,FALSE,2,15,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,7,0,0.5,0.4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
1/23/1996,ITSA,"""___deal!""",Other,,FALSE,1,10,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,10,0,0,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
7/6/2004,SHE,"""___-Devil""",Other,,FALSE,1,11,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,11,0,0,0.5454545454545454,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
8/10/2016,MOBY,"""___-Dick""",Other,,FALSE,1,10,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,10,0,0,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
9/19/2019,LAH,"""___-di-dah!""",Other,,FALSE,1,13,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,13,0,0,0.6153846153846154,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
2/2/2016,OKEY,"""___-doke!""",Other,,FALSE,1,11,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,11,0,0,0.6363636363636364,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
4/15/1996,ACH,"""___du lieber!""",Other,,FALSE,2,15,7,TRUE,TRUE,FALSE,FALSE,0,FALSE,7,0,0,0.4666666666666667,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
10/11/1994,UNTO,"""___dust shall thou return""",Other,,FALSE,4,27,8,TRUE,TRUE,FALSE,FALSE,0,FALSE,6,0,0,0.2962962962962963,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE
2/20/1996,NOTSO,"""___fast!""",Other,,FALSE,1,10,6,TRUE,TRUE,FALSE,FALSE,0,FALSE,10,0,0,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
