,Date,Word,Clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains briefly,_f_contains dir.,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession
178345,6/11/2015,ECARD,"Gift with a GIF, maybe",5,22,3.6,0.2,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
178356,6/11/2015,DNA,"Cold case solver, maybe",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
178375,6/10/2015,BETA,"Un-debugged software version, perhaps",4,37,8.5,0.0,False,5,False,False,False,0,False,1,0.13513513513513514,False,False,False,False,False,False,True,False,False
178525,6/8/2015,REPO,"Seizure in a driveway, maybe",5,28,4.8,0.0,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
178654,6/7/2015,AIL,"Have a bug, maybe",4,17,3.5,0.0,False,4,False,False,False,0,False,1,0.23529411764705882,False,False,False,False,False,False,True,False,False
178881,6/4/2015,CAMP,"Overly theatrical, maybe",3,24,7.333333333333333,0.0,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
178946,6/3/2015,STIR,"Make homogeneous, perhaps",3,25,7.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.12,False,False,False,False,False,False,True,False,False
178956,6/3/2015,OPTION,"Moonroof or racing stripes, maybe",5,33,5.8,0.2,False,5,False,False,False,0,False,1,0.15151515151515152,False,False,False,False,False,False,True,False,False
179150,5/31/2015,SKORT,"Garment for tennis, perhaps",4,27,6.0,0.0,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
179275,5/30/2015,ERRS,"Has things reversed, maybe",4,26,5.75,0.25,False,4,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
179389,5/28/2015,STATUE,"Middle of a square, maybe",5,25,4.2,0.2,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
179465,5/27/2015,OCTET,"Little big band, maybe",4,22,4.75,0.0,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
179491,5/27/2015,TOTEBAG,"Gift to a donor, maybe",5,22,3.6,0.0,False,5,False,False,False,0,False,1,0.22727272727272727,False,False,False,False,False,False,True,False,False
179885,5/23/2015,RECON,"Drone's work, maybe",3,19,5.666666666666667,0.0,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
179890,5/23/2015,TKOD,"Having thrown in the towel, maybe",6,33,4.666666666666667,0.0,False,6,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
179982,5/21/2015,DRESS,"Shift, maybe",2,12,5.5,0.0,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
180024,5/20/2015,MADAM,"Cabinet member's title, maybe",4,29,6.5,0.25,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
180300,5/17/2015,ORCA,"Pod part, perhaps",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
180855,5/10/2015,RECUR,"Cause deja vu, perhaps",4,22,4.75,0.25,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
181108,5/6/2015,GUNBELT,"Place for a ""Don't Mess With Texas"" buckle, perhaps",9,51,4.777777777777778,0.4444444444444444,False,12,False,False,False,0,False,1,0.23529411764705882,False,False,False,False,False,False,True,False,False
181155,5/6/2015,FRERE,"Co-owner of a French firm, maybe",6,32,4.5,0.3333333333333333,False,7,False,False,False,0,False,1,0.21875,False,False,False,False,False,False,True,False,False
181380,5/3/2015,SPY,"Sleeper, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
181514,5/1/2015,DONATE,"Give to a bank, maybe",5,21,3.4,0.0,False,5,False,False,False,0,False,1,0.23809523809523808,False,False,False,False,False,False,True,False,False
181574,4/30/2015,ATTACHE,"Case for a lawyer, maybe",5,24,4.0,0.2,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,True
181636,4/30/2015,UPDO,"Pageant coif, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
181643,4/29/2015,TIVO,"Record for later viewing, maybe",5,31,5.4,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
181703,4/29/2015,ALERT,"Red flag, maybe",3,15,4.333333333333333,0.0,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
181883,4/26/2015,HIFI,"Audiophile's preference, maybe",3,30,9.333333333333334,0.3333333333333333,False,4,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
182018,4/25/2015,ERRAND,"Mailing a letter, perhaps",4,25,5.5,0.0,False,4,False,False,False,0,False,1,0.16,False,False,False,False,False,False,True,False,False
182137,4/23/2015,MAP,"X setting, maybe",3,16,4.666666666666667,0.0,False,3,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
182143,4/23/2015,ETCH,"Chisel, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
182249,4/21/2015,REPENTS,"Seeks atonement, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
182451,4/19/2015,GENT,"Hat tipper, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
182482,4/19/2015,LARD,"Pie crust ingredient, maybe",4,27,6.0,0.25,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
182748,4/15/2015,MORAY,"Encounter for a reef diver, maybe",6,33,4.666666666666667,0.0,False,6,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
182953,4/12/2015,LINTY,"Like an unbrushed suit, maybe",5,29,5.0,0.0,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
182974,4/12/2015,MEOW,"Cry for attention, maybe",4,24,5.25,0.25,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
183187,4/9/2015,LION,"One jumping through hoops, maybe",5,32,5.6,0.0,False,5,False,False,False,0,False,1,0.15625,False,False,False,False,False,False,True,False,False
183269,4/8/2015,ASSIST,"Alley-oop pass, maybe",3,21,6.333333333333333,0.0,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
183386,4/7/2015,NAG,"Say ""Take out the garbage"" again and again, maybe",9,49,4.555555555555555,0.2222222222222222,False,11,False,False,False,0,False,1,0.22448979591836735,False,False,False,False,False,False,True,False,False
183535,4/5/2015,ADIN,"Deuce preceder, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
183581,4/5/2015,ASKIN,"Welcome, perhaps",2,16,7.5,0.5,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
183616,4/4/2015,AWOKE,"Shook, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
183648,4/4/2015,ASHES,"Remains on a mantel, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
183834,4/1/2015,RURAL,"Lacking Verizon coverage, maybe",4,31,7.0,0.25,False,4,False,False,False,0,False,1,0.12903225806451613,False,False,False,False,False,False,True,False,False
183894,3/31/2015,REHEAT,"Throw in the microwave, maybe",5,29,5.0,0.0,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
184001,3/29/2015,EVENPAR,"Exactly 72, maybe",3,17,5.0,0.0,False,5,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
184022,3/29/2015,ALEUT,"Sealer, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
184044,3/29/2015,RIA,"Marshy place, perhaps",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
184164,3/28/2015,REACT,"Change color, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
184629,3/22/2015,DIARY,"Book before bedtime, maybe",4,26,5.75,0.25,False,4,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
184680,3/21/2015,GEESE,"V composition, perhaps",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
185147,3/15/2015,ENGR,"App creator, perhaps: Abbr.",4,27,6.0,0.5,False,6,False,False,False,1,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
185229,3/13/2015,APSES,"Quartet in a cathedral, maybe",5,29,5.0,0.0,False,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
185336,3/12/2015,POOLSIDE,"Relaxing in a cabana chair, maybe",6,33,4.666666666666667,0.0,False,6,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
185347,3/12/2015,FIRESALE,"Chapter 11 event, maybe",4,23,5.0,0.0,False,6,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
185428,3/10/2015,ILL,"Bedridden, maybe",2,16,7.5,0.5,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
185550,3/9/2015,LIMO,"Promgoer's ride, maybe",3,22,6.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
185578,3/8/2015,ROTTENEGG,"The last one in, perhaps",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
185587,3/8/2015,SESAMESEEDS,"Sushi coating, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
185768,3/6/2015,LIMOS,"Line at a movie premiere, maybe",6,31,4.333333333333333,0.16666666666666666,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
185841,3/5/2015,AHI,"Kona catch, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
185853,3/5/2015,RUG,"Bearskin, maybe",2,15,7.0,0.5,False,2,False,False,False,0,False,1,0.13333333333333333,False,False,False,False,False,False,True,False,False
186316,2/27/2015,BRIARS,"Rabbit homes, maybe",3,19,5.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.15789473684210525,False,False,False,False,False,False,True,False,False
186511,2/24/2015,STOOLIE,"Singer in prison, maybe",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,True
186893,2/19/2015,EEK,"Reaction to an exorbitant bill, maybe",6,37,5.333333333333333,0.0,False,6,False,False,False,0,False,1,0.16216216216216217,False,False,False,False,False,False,True,False,False
186957,2/18/2015,RIP,"Problem on the red carpet, maybe",6,32,4.5,0.16666666666666666,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
187073,2/17/2015,STRETCHEDOUT,"Went from one seat to two, maybe",7,32,3.7142857142857144,0.0,False,7,False,False,False,0,False,1,0.21875,False,False,False,False,False,False,True,False,False
187318,2/14/2015,PADRE,"Man on a mission, maybe",5,23,3.8,0.0,False,5,False,False,False,0,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
187401,2/13/2015,HANGOVERS,"Party followers, perhaps",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
187813,2/8/2015,FIESTA,"Event with a cantina, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
187912,2/6/2015,TREE,"Tag base, perhaps",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
187977,2/5/2015,BEER,"Cold draft, maybe",3,17,5.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.17647058823529413,False,False,False,False,False,False,True,False,False
188147,2/3/2015,REF,"One counting to 10, maybe",5,25,4.2,0.0,False,7,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
188387,1/31/2015,CATCHOW,"Himalayan food, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
188418,1/31/2015,TSHIRT,"Logo displayer, maybe",3,21,6.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
188854,1/25/2015,COSIGN,"Help to secure a loan, maybe",6,28,3.8333333333333335,0.0,False,6,False,False,False,0,False,1,0.21428571428571427,False,False,False,False,False,False,True,False,False
188932,1/24/2015,SAFE,"First or second call, maybe",5,27,4.6,0.0,False,5,False,False,False,0,False,1,0.18518518518518517,False,False,False,False,False,False,True,False,False
189158,1/21/2015,DOE,"Buck passer, maybe",3,18,5.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
189483,1/17/2015,MOLT,"Come out of one's shell, maybe",6,30,4.166666666666667,0.0,False,7,False,False,False,0,False,1,0.23333333333333334,False,False,False,False,False,False,True,False,False
189508,1/16/2015,FEUD,"Blood problem, maybe",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
189745,1/13/2015,CHILI,"Potluck supper serving, maybe",4,29,6.5,0.25,False,4,False,False,False,0,False,1,0.13793103448275862,False,False,False,False,False,False,True,False,False
189868,1/11/2015,SHOOTPAR,"Card a 72, maybe",4,16,3.25,0.25,False,6,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
189891,1/11/2015,ARSON,"Cause for an insurer's denial, maybe",6,36,5.166666666666667,0.0,False,7,False,False,False,0,False,1,0.19444444444444445,False,False,False,False,False,False,True,False,False
190183,1/7/2015,ARTISTE,"Worker with a beret, maybe",5,26,4.4,0.0,False,5,False,False,False,0,False,1,0.19230769230769232,False,False,False,False,False,False,True,False,False
190399,1/4/2015,BEAU,"Serenader, maybe",2,16,7.5,0.0,False,2,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
190418,1/4/2015,CRASHPAD,"Friend's couch, perhaps",3,23,7.0,0.3333333333333333,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
190490,1/4/2015,ORDEAL,"Traveling around the holidays, maybe",5,36,6.4,0.0,False,5,False,False,False,0,False,1,0.1388888888888889,False,False,False,False,False,False,True,False,False
190544,1/3/2015,EBB,"Leave shore, perhaps",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
190763,12/30/2014,SCRAPS,"Food for Fido, perhaps",4,22,4.75,0.25,False,4,False,False,False,0,False,1,0.18181818181818182,False,False,False,False,False,False,True,False,False
190971,12/28/2014,OLDIE,"Song on a reunion tour, maybe",6,29,4.0,0.0,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
191021,12/28/2014,VAN,"Airport shuttle, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
191049,12/27/2014,AYES,"Senate majority group, maybe?",4,29,6.5,0.25,True,5,False,False,False,0,False,1,0.1724137931034483,False,False,False,False,False,False,True,False,False
191105,12/26/2014,ICIEST,"Most treacherous for driving, maybe",5,35,6.2,0.0,False,5,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
191202,12/25/2014,PEN,"Calf's place, maybe",3,19,5.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
191494,12/21/2014,MOP,"Makeshift wig, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
191524,12/21/2014,HAULS,"Trucks, maybe",2,13,6.0,0.0,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
191533,12/21/2014,RELIT,"Like used cigars, maybe",4,23,5.0,0.0,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
191576,12/20/2014,POPGUN,"Cork's place, maybe",3,19,5.666666666666667,0.3333333333333333,False,4,False,False,False,0,False,1,0.21052631578947367,False,False,False,False,False,False,True,False,False
191590,12/20/2014,ALERTS,"Tip-offs, maybe",2,15,7.0,0.0,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
191636,12/19/2014,ACRE,"Lot, maybe",2,10,4.5,0.5,False,2,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
191650,12/19/2014,ATO,"Volume 1 starter, maybe",4,23,5.0,0.0,False,5,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
191655,12/19/2014,ANKLESTRAP,"Stiletto attachment, perhaps",3,28,8.666666666666666,0.3333333333333333,False,3,False,False,False,0,False,1,0.10714285714285714,False,False,False,False,False,False,True,False,False
191806,12/17/2014,RESTAREA,"Place to stop and text, perhaps",6,31,4.333333333333333,0.0,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
191978,12/14/2014,AWOL,"Having left the company, maybe",5,30,5.2,0.0,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
192088,12/13/2014,TOOHOT,"Needing to sit for a minute, maybe",7,34,4.0,0.0,False,7,False,False,False,0,False,1,0.20588235294117646,False,False,False,False,False,False,True,False,False
192173,12/12/2014,EYETEST,"Licensing requirement, maybe",3,28,8.666666666666666,0.0,False,3,False,False,False,0,False,1,0.10714285714285714,False,False,False,False,False,False,True,False,False
192286,12/10/2014,RIVAL,"One in a love triangle, maybe",6,29,4.0,0.0,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
192491,12/8/2014,OILUP,"Prepare for a bodybuilding contest, maybe",6,41,6.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.14634146341463414,False,False,False,False,False,False,True,False,False
192668,12/6/2014,MEME,"Twitter trending topic, maybe",4,29,6.5,0.0,False,4,False,False,False,0,False,1,0.13793103448275862,False,False,False,False,False,False,True,False,False
192905,12/3/2014,DENS,"Entertainment centers, maybe",3,28,8.666666666666666,0.0,False,3,False,False,False,0,False,1,0.10714285714285714,False,False,False,False,False,False,True,False,False
192994,12/1/2014,BUSBOY,"Starting restaurant employee, maybe",4,35,8.0,0.0,False,4,False,False,False,0,False,1,0.11428571428571428,False,False,False,False,False,False,True,False,False
193082,11/30/2014,PAROLE,"Sentence ender, maybe",3,21,6.333333333333333,0.0,False,3,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
193127,11/30/2014,ITCH,"Astronaut's woe, perhaps",3,24,7.333333333333333,0.3333333333333333,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,True
193319,11/27/2014,TSP,"Bit of honey, perhaps: Abbr.",5,28,4.8,0.4,False,7,False,False,False,1,False,1,0.25,False,False,False,False,False,False,True,False,False
193367,11/26/2014,ISLE,"Buried treasure site, maybe",4,27,6.0,0.25,False,4,False,False,False,0,False,1,0.14814814814814814,False,False,False,False,False,False,True,False,False
193628,11/23/2014,ORDER,"Communicate with the server, perhaps",5,36,6.4,0.0,False,5,False,False,False,0,False,1,0.1388888888888889,False,False,False,False,False,False,True,False,False
193686,11/23/2014,PALED,"Reacted to a shock, maybe",5,25,4.2,0.0,False,5,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
193728,11/22/2014,MUTE,"Turn off, maybe",3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
193795,11/21/2014,NBAGAME,"Heat loss, maybe?",3,17,5.0,0.3333333333333333,True,4,False,False,False,0,False,1,0.23529411764705882,False,False,False,False,False,False,True,False,False
193819,11/21/2014,ICU,"Post-O.R. stop, maybe",3,21,6.333333333333333,0.3333333333333333,False,6,False,False,False,2,False,1,0.2857142857142857,False,False,False,False,False,False,True,False,False
193898,11/20/2014,OWNER,"Manual reader, maybe",3,20,6.0,0.0,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
193973,11/19/2014,REFI,"Lower one's A.P.R., perhaps",4,27,6.0,0.25,False,8,False,False,False,3,False,1,0.2962962962962963,False,False,False,False,False,False,True,False,False
194130,11/17/2014,ERA,"Long presidential term, perhaps",4,31,7.0,0.0,False,4,False,False,False,0,False,1,0.12903225806451613,False,False,False,False,False,False,True,False,False
194244,11/16/2014,PROD,"Elbow, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
194353,11/14/2014,IMP,"Sitter hitter, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
194454,11/12/2014,PSSTS,"Sounds from test cheaters, maybe",5,32,5.6,0.0,False,5,False,False,False,0,False,1,0.15625,False,False,False,False,False,False,True,False,False
194733,11/9/2014,SEISMIC,"Earth-shattering, maybe",2,23,11.0,0.0,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
194751,11/9/2014,HAT,"Sunburn preventer, maybe",3,24,7.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
194941,11/6/2014,TIER,"Stadium projection, maybe",3,25,7.666666666666667,0.0,False,3,False,False,False,0,False,1,0.12,False,False,False,False,False,False,True,False,False
195000,11/5/2014,OATER,"Flick with a duel, maybe",5,24,4.0,0.0,False,5,False,False,False,0,False,1,0.20833333333333334,False,False,False,False,False,False,True,False,False
195220,11/2/2014,SECRETPALATE,"Food critic's love of fast food, maybe?",7,39,4.714285714285714,0.14285714285714285,True,9,False,False,False,0,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,True
195276,11/2/2014,FOUR,"Teatime, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
195357,11/1/2014,VILLA,"Digs near the ocean, perhaps",5,28,4.8,0.0,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
195394,11/1/2014,ERASE,"Cut from a log, maybe",5,21,3.4,0.0,False,5,False,False,False,0,False,1,0.23809523809523808,False,False,False,False,False,False,True,False,False
195412,11/1/2014,NEWAGER,"John Tesh fan, maybe",4,20,4.25,0.5,False,4,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
195513,10/30/2014,CENTER,"Arena, maybe",2,12,5.5,0.5,False,2,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
195557,10/29/2014,PAIR,"Skating competition entry, maybe",4,32,7.25,0.0,False,4,False,False,False,0,False,1,0.125,False,False,False,False,False,False,True,False,False
195587,10/29/2014,DEED,"Safe-deposit box item, maybe",4,28,6.25,0.25,False,5,False,False,False,0,False,1,0.17857142857142858,False,False,False,False,False,False,True,False,False
195661,10/28/2014,NERDY,"So unhip as to be hip, maybe",7,28,3.142857142857143,0.0,False,7,False,False,False,0,False,1,0.25,False,False,False,False,False,False,True,False,False
195699,10/28/2014,TADA,"Cry made with a curtsy, maybe",6,29,4.0,0.16666666666666666,False,6,False,False,False,0,False,1,0.20689655172413793,False,False,False,False,False,False,True,False,False
195795,10/26/2014,ACTOR,"Cue user, maybe",3,15,4.333333333333333,0.3333333333333333,False,3,False,False,False,0,False,1,0.2,False,False,False,False,False,False,True,False,False
195973,10/24/2014,GRADUATED,"Became a bachelor, maybe",4,24,5.25,0.0,False,4,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
196580,10/16/2014,APSE,"Place for a saint's image, maybe",6,32,4.5,0.0,False,7,False,False,False,0,False,1,0.21875,False,False,False,False,False,False,True,False,False
196694,10/15/2014,MEOW,"Request for milk, maybe",4,23,5.0,0.25,False,4,False,False,False,0,False,1,0.17391304347826086,False,False,False,False,False,False,True,False,False
196766,10/14/2014,HORAS,"Dances around a lifted chair, maybe",6,35,5.0,0.0,False,6,False,False,False,0,False,1,0.17142857142857143,False,False,False,False,False,False,True,False,False
196881,10/12/2014,AAH,"Response to a 26-Across, perhaps",5,32,5.6,0.0,False,8,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
197043,10/11/2014,TERRARIUM,"Turtle locale, maybe",3,20,6.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.15,False,False,False,False,False,False,True,False,False
197067,10/10/2014,OPTION,"Sunroof, maybe",2,14,6.5,0.5,False,2,False,False,False,0,False,1,0.14285714285714285,False,False,False,False,False,False,True,False,False
197188,10/8/2014,RAM,"Try to sink, maybe",4,18,3.75,0.0,False,4,False,False,False,0,False,1,0.2222222222222222,False,False,False,False,False,False,True,False,False
197236,10/8/2014,CAR,"Vacation rental, maybe",3,22,6.666666666666667,0.3333333333333333,False,3,False,False,False,0,False,1,0.13636363636363635,False,False,False,False,False,False,True,False,False
197437,10/5/2014,KOA,"R.V. stop, maybe",3,16,4.666666666666667,0.3333333333333333,False,5,False,False,False,2,False,1,0.3125,False,False,False,False,False,False,True,False,False
197686,10/2/2014,AJAR,"Admitting a slight draft, maybe",5,31,5.4,0.0,False,5,False,False,False,0,False,1,0.16129032258064516,False,False,False,False,False,False,True,False,False
197730,10/1/2014,PROM,"Formal, maybe",2,13,6.0,0.5,False,2,False,False,False,0,False,1,0.15384615384615385,False,False,False,False,False,False,True,False,False
197750,10/1/2014,TBSP,"Amt. of cooking oil, maybe",5,26,4.4,0.2,False,6,False,False,False,1,False,1,0.23076923076923078,False,False,False,False,False,False,True,False,False
197852,9/30/2014,SPEED,"Drive recklessly, maybe",3,23,7.0,0.3333333333333333,False,3,False,False,False,0,False,1,0.13043478260869565,False,False,False,False,False,False,True,False,False
197854,9/30/2014,PTA,"Bake sale grp., perhaps",4,23,5.0,0.25,False,5,False,False,False,1,False,1,0.21739130434782608,False,False,False,False,False,False,True,False,False
197930,9/29/2014,MIRAGE,"Vision of a distant oasis, maybe",6,32,4.5,0.0,False,6,False,False,False,0,False,1,0.1875,False,False,False,False,False,False,True,False,False
197974,9/28/2014,TENACRE,"Like a good-sized estate, maybe",5,31,5.4,0.0,False,6,False,False,False,0,False,1,0.1935483870967742,False,False,False,False,False,False,True,False,False
197979,9/28/2014,ROGET,"Shelfmate of Bartlett's, maybe",4,30,6.75,0.5,False,5,False,False,False,0,False,1,0.16666666666666666,False,False,False,False,False,False,True,False,False
198234,9/25/2014,ONEAM,"Time to retire, maybe",4,21,4.5,0.0,False,4,False,False,False,0,False,1,0.19047619047619047,False,False,False,False,False,False,True,False,False
