Date,Word,Clue,Primary Cluster,Cluster,ends in question,number words,length of clue,no alphabet characters,is quote,contains underscore,contains asterisk,contains done,number of non-consecutive periods in clue,is ellipsis in clue,avg word length,number commas in clue,percentage words (other than first word) that are upper-case,number non a-z or 1-9 characters in clue,contains e.g.,contains etc.,quoted clues,contains dir.,"contains ,maybe"
5/27/2015,TOTEBAG,"Gift to a donor, maybe",Other,,False,5,22,5,False,False,False,False,0,False,3.6,1,0.0,0.045454545454545456,False,False,False,False,True
5/23/2015,RECON,"Drone's work, maybe",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,1,0.0,0.10526315789473684,False,False,False,False,True
5/23/2015,TKOD,"Having thrown in the towel, maybe",Other,,False,6,33,6,False,False,False,False,0,False,4.666666666666667,1,0.0,0.030303030303030304,False,False,False,False,True
5/21/2015,DRESS,"Shift, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.0,0.08333333333333333,False,False,False,False,True
5/20/2015,MADAM,"Cabinet member's title, maybe",Other,,False,4,29,5,False,False,False,False,0,False,6.5,1,0.25,0.06896551724137931,False,False,False,False,True
5/6/2015,FRERE,"Co-owner of a French firm, maybe",Other,,False,6,32,7,False,False,False,False,0,False,4.5,1,0.3333333333333333,0.0625,False,False,False,False,True
5/3/2015,SPY,"Sleeper, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.5,0.07142857142857142,False,False,False,False,True
5/1/2015,DONATE,"Give to a bank, maybe",Other,,False,5,21,5,False,False,False,False,0,False,3.4,1,0.0,0.047619047619047616,False,False,False,False,True
4/30/2015,ATTACHE,"Case for a lawyer, maybe",Other,,False,5,24,5,False,False,False,False,0,False,4.0,1,0.2,0.041666666666666664,False,False,False,False,True
4/30/2015,UPDO,"Pageant coif, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
4/29/2015,TIVO,"Record for later viewing, maybe",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.0,0.03225806451612903,False,False,False,False,True
4/29/2015,ALERT,"Red flag, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.0,0.06666666666666667,False,False,False,False,True
4/26/2015,HIFI,"Audiophile's preference, maybe",Other,,False,3,30,4,False,False,False,False,0,False,9.333333333333334,1,0.3333333333333333,0.06666666666666667,False,False,False,False,True
4/23/2015,MAP,"X setting, maybe",Other,,False,3,16,3,False,False,False,False,0,False,4.666666666666667,1,0.0,0.0625,False,False,False,False,True
4/23/2015,ETCH,"Chisel, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
4/21/2015,REPENTS,"Seeks atonement, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
4/19/2015,GENT,"Hat tipper, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
4/19/2015,LARD,"Pie crust ingredient, maybe",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.25,0.037037037037037035,False,False,False,False,True
4/15/2015,MORAY,"Encounter for a reef diver, maybe",Other,,False,6,33,6,False,False,False,False,0,False,4.666666666666667,1,0.0,0.030303030303030304,False,False,False,False,True
4/12/2015,LINTY,"Like an unbrushed suit, maybe",Other,,False,5,29,5,False,False,False,False,0,False,5.0,1,0.0,0.034482758620689655,False,False,False,False,True
4/12/2015,MEOW,"Cry for attention, maybe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.25,0.041666666666666664,False,False,False,False,True
4/9/2015,LION,"One jumping through hoops, maybe",Other,,False,5,32,5,False,False,False,False,0,False,5.6,1,0.0,0.03125,False,False,False,False,True
4/8/2015,ASSIST,"Alley-oop pass, maybe",Other,,False,3,21,4,False,False,False,False,0,False,6.333333333333333,1,0.0,0.09523809523809523,False,False,False,False,True
4/7/2015,NAG,"Say ""Take out the garbage"" again and again, maybe",Other,,False,9,49,11,False,False,False,False,0,False,4.555555555555555,1,0.2222222222222222,0.061224489795918366,False,False,False,False,True
4/5/2015,ADIN,"Deuce preceder, maybe",Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,1,0.3333333333333333,0.047619047619047616,False,False,False,False,True
4/4/2015,AWOKE,"Shook, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.5,0.08333333333333333,False,False,False,False,True
4/4/2015,ASHES,"Remains on a mantel, maybe",Other,,False,5,26,5,False,False,False,False,0,False,4.4,1,0.0,0.038461538461538464,False,False,False,False,True
4/1/2015,RURAL,"Lacking Verizon coverage, maybe",Other,,False,4,31,4,False,False,False,False,0,False,7.0,1,0.25,0.03225806451612903,False,False,False,False,True
3/31/2015,REHEAT,"Throw in the microwave, maybe",Other,,False,5,29,5,False,False,False,False,0,False,5.0,1,0.0,0.034482758620689655,False,False,False,False,True
3/29/2015,EVENPAR,"Exactly 72, maybe",Other,,False,3,17,5,False,False,False,False,0,False,5.0,1,0.0,0.058823529411764705,False,False,False,False,True
3/29/2015,ALEUT,"Sealer, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
3/28/2015,REACT,"Change color, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
3/22/2015,DIARY,"Book before bedtime, maybe",Other,,False,4,26,4,False,False,False,False,0,False,5.75,1,0.25,0.038461538461538464,False,False,False,False,True
3/13/2015,APSES,"Quartet in a cathedral, maybe",Other,,False,5,29,5,False,False,False,False,0,False,5.0,1,0.0,0.034482758620689655,False,False,False,False,True
3/12/2015,POOLSIDE,"Relaxing in a cabana chair, maybe",Other,,False,6,33,6,False,False,False,False,0,False,4.666666666666667,1,0.0,0.030303030303030304,False,False,False,False,True
3/12/2015,FIRESALE,"Chapter 11 event, maybe",Other,,False,4,23,6,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
3/10/2015,ILL,"Bedridden, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.5,0.0625,False,False,False,False,True
3/9/2015,LIMO,"Promgoer's ride, maybe",Other,,False,3,22,4,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.09090909090909091,False,False,False,False,True
3/8/2015,SESAMESEEDS,"Sushi coating, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
3/6/2015,LIMOS,"Line at a movie premiere, maybe",Other,,False,6,31,6,False,False,False,False,0,False,4.333333333333333,1,0.16666666666666666,0.03225806451612903,False,False,False,False,True
3/5/2015,AHI,"Kona catch, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
3/5/2015,RUG,"Bearskin, maybe",Other,,False,2,15,2,False,False,False,False,0,False,7.0,1,0.5,0.06666666666666667,False,False,False,False,True
2/27/2015,BRIARS,"Rabbit homes, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
2/24/2015,STOOLIE,"Singer in prison, maybe",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
2/19/2015,EEK,"Reaction to an exorbitant bill, maybe",Other,,False,6,37,6,False,False,False,False,0,False,5.333333333333333,1,0.0,0.02702702702702703,False,False,False,False,True
2/18/2015,RIP,"Problem on the red carpet, maybe",Other,,False,6,32,6,False,False,False,False,0,False,4.5,1,0.16666666666666666,0.03125,False,False,False,False,True
2/17/2015,STRETCHEDOUT,"Went from one seat to two, maybe",Other,,False,7,32,7,False,False,False,False,0,False,3.7142857142857144,1,0.0,0.03125,False,False,False,False,True
2/14/2015,PADRE,"Man on a mission, maybe",Other,,False,5,23,5,False,False,False,False,0,False,3.8,1,0.0,0.043478260869565216,False,False,False,False,True
2/8/2015,FIESTA,"Event with a cantina, maybe",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.0,0.037037037037037035,False,False,False,False,True
2/5/2015,BEER,"Cold draft, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.058823529411764705,False,False,False,False,True
2/3/2015,REF,"One counting to 10, maybe",Other,,False,5,25,7,False,False,False,False,0,False,4.2,1,0.0,0.04,False,False,False,False,True
1/31/2015,CATCHOW,"Himalayan food, maybe",Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,1,0.3333333333333333,0.047619047619047616,False,False,False,False,True
1/31/2015,TSHIRT,"Logo displayer, maybe",Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,1,0.3333333333333333,0.047619047619047616,False,False,False,False,True
1/25/2015,COSIGN,"Help to secure a loan, maybe",Other,,False,6,28,6,False,False,False,False,0,False,3.8333333333333335,1,0.0,0.03571428571428571,False,False,False,False,True
1/24/2015,SAFE,"First or second call, maybe",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.0,0.037037037037037035,False,False,False,False,True
1/21/2015,DOE,"Buck passer, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,True
1/17/2015,MOLT,"Come out of one's shell, maybe",Other,,False,6,30,7,False,False,False,False,0,False,4.166666666666667,1,0.0,0.06666666666666667,False,False,False,False,True
1/16/2015,FEUD,"Blood problem, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
1/13/2015,CHILI,"Potluck supper serving, maybe",Other,,False,4,29,4,False,False,False,False,0,False,6.5,1,0.25,0.034482758620689655,False,False,False,False,True
1/11/2015,SHOOTPAR,"Card a 72, maybe",Other,,False,4,16,6,False,False,False,False,0,False,3.25,1,0.25,0.0625,False,False,False,False,True
1/11/2015,ARSON,"Cause for an insurer's denial, maybe",Other,,False,6,36,7,False,False,False,False,0,False,5.166666666666667,1,0.0,0.05555555555555555,False,False,False,False,True
1/7/2015,ARTISTE,"Worker with a beret, maybe",Other,,False,5,26,5,False,False,False,False,0,False,4.4,1,0.0,0.038461538461538464,False,False,False,False,True
1/4/2015,BEAU,"Serenader, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.0,0.0625,False,False,False,False,True
1/4/2015,ORDEAL,"Traveling around the holidays, maybe",Other,,False,5,36,5,False,False,False,False,0,False,6.4,1,0.0,0.027777777777777776,False,False,False,False,True
12/28/2014,OLDIE,"Song on a reunion tour, maybe",Other,,False,6,29,6,False,False,False,False,0,False,4.0,1,0.0,0.034482758620689655,False,False,False,False,True
12/28/2014,VAN,"Airport shuttle, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
12/27/2014,AYES,"Senate majority group, maybe?",Other,,True,4,29,5,False,False,False,False,0,False,6.5,1,0.25,0.06896551724137931,False,False,False,False,True
12/26/2014,ICIEST,"Most treacherous for driving, maybe",Other,,False,5,35,5,False,False,False,False,0,False,6.2,1,0.0,0.02857142857142857,False,False,False,False,True
12/25/2014,PEN,"Calf's place, maybe",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.10526315789473684,False,False,False,False,True
12/21/2014,MOP,"Makeshift wig, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
12/21/2014,HAULS,"Trucks, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.0,0.07692307692307693,False,False,False,False,True
12/21/2014,RELIT,"Like used cigars, maybe",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
12/20/2014,POPGUN,"Cork's place, maybe",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.10526315789473684,False,False,False,False,True
12/20/2014,ALERTS,"Tip-offs, maybe",Other,,False,2,15,3,False,False,False,False,0,False,7.0,1,0.0,0.13333333333333333,False,False,False,False,True
12/19/2014,ACRE,"Lot, maybe",Other,,False,2,10,2,False,False,False,False,0,False,4.5,1,0.5,0.1,False,False,False,False,True
12/19/2014,ATO,"Volume 1 starter, maybe",Other,,False,4,23,5,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
12/14/2014,AWOL,"Having left the company, maybe",Other,,False,5,30,5,False,False,False,False,0,False,5.2,1,0.0,0.03333333333333333,False,False,False,False,True
12/13/2014,TOOHOT,"Needing to sit for a minute, maybe",Other,,False,7,34,7,False,False,False,False,0,False,4.0,1,0.0,0.029411764705882353,False,False,False,False,True
12/12/2014,EYETEST,"Licensing requirement, maybe",Other,,False,3,28,3,False,False,False,False,0,False,8.666666666666666,1,0.0,0.03571428571428571,False,False,False,False,True
12/10/2014,RIVAL,"One in a love triangle, maybe",Other,,False,6,29,6,False,False,False,False,0,False,4.0,1,0.0,0.034482758620689655,False,False,False,False,True
12/8/2014,OILUP,"Prepare for a bodybuilding contest, maybe",Other,,False,6,41,6,False,False,False,False,0,False,6.0,1,0.16666666666666666,0.024390243902439025,False,False,False,False,True
12/6/2014,MEME,"Twitter trending topic, maybe",Other,,False,4,29,4,False,False,False,False,0,False,6.5,1,0.0,0.034482758620689655,False,False,False,False,True
12/3/2014,DENS,"Entertainment centers, maybe",Other,,False,3,28,3,False,False,False,False,0,False,8.666666666666666,1,0.0,0.03571428571428571,False,False,False,False,True
12/1/2014,BUSBOY,"Starting restaurant employee, maybe",Other,,False,4,35,4,False,False,False,False,0,False,8.0,1,0.0,0.02857142857142857,False,False,False,False,True
11/30/2014,PAROLE,"Sentence ender, maybe",Other,,False,3,21,3,False,False,False,False,0,False,6.333333333333333,1,0.0,0.047619047619047616,False,False,False,False,True
11/26/2014,ISLE,"Buried treasure site, maybe",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.25,0.037037037037037035,False,False,False,False,True
11/23/2014,PALED,"Reacted to a shock, maybe",Other,,False,5,25,5,False,False,False,False,0,False,4.2,1,0.0,0.04,False,False,False,False,True
11/22/2014,MUTE,"Turn off, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.3333333333333333,0.06666666666666667,False,False,False,False,True
11/21/2014,NBAGAME,"Heat loss, maybe?",Other,,True,3,17,4,False,False,False,False,0,False,5.0,1,0.3333333333333333,0.11764705882352941,False,False,False,False,True
11/21/2014,ICU,"Post-O.R. stop, maybe",Other,,False,3,21,6,False,False,False,False,2,False,6.333333333333333,1,0.3333333333333333,0.19047619047619047,False,False,False,False,True
11/20/2014,OWNER,"Manual reader, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
11/16/2014,PROD,"Elbow, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.5,0.08333333333333333,False,False,False,False,True
11/14/2014,IMP,"Sitter hitter, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
11/12/2014,PSSTS,"Sounds from test cheaters, maybe",Other,,False,5,32,5,False,False,False,False,0,False,5.6,1,0.0,0.03125,False,False,False,False,True
11/9/2014,SEISMIC,"Earth-shattering, maybe",Other,,False,2,23,3,False,False,False,False,0,False,11.0,1,0.0,0.08695652173913043,False,False,False,False,True
11/9/2014,HAT,"Sunburn preventer, maybe",Other,,False,3,24,3,False,False,False,False,0,False,7.333333333333333,1,0.3333333333333333,0.041666666666666664,False,False,False,False,True
11/6/2014,TIER,"Stadium projection, maybe",Other,,False,3,25,3,False,False,False,False,0,False,7.666666666666667,1,0.0,0.04,False,False,False,False,True
11/5/2014,OATER,"Flick with a duel, maybe",Other,,False,5,24,5,False,False,False,False,0,False,4.0,1,0.0,0.041666666666666664,False,False,False,False,True
11/2/2014,SECRETPALATE,"Food critic's love of fast food, maybe?",Other,,True,7,39,9,False,False,False,False,0,False,4.714285714285714,1,0.14285714285714285,0.07692307692307693,False,False,False,False,True
11/2/2014,FOUR,"Teatime, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.5,0.07142857142857142,False,False,False,False,True
11/1/2014,ERASE,"Cut from a log, maybe",Other,,False,5,21,5,False,False,False,False,0,False,3.4,1,0.0,0.047619047619047616,False,False,False,False,True
11/1/2014,NEWAGER,"John Tesh fan, maybe",Other,,False,4,20,4,False,False,False,False,0,False,4.25,1,0.5,0.05,False,False,False,False,True
10/30/2014,CENTER,"Arena, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.5,0.08333333333333333,False,False,False,False,True
10/29/2014,PAIR,"Skating competition entry, maybe",Other,,False,4,32,4,False,False,False,False,0,False,7.25,1,0.0,0.03125,False,False,False,False,True
10/29/2014,DEED,"Safe-deposit box item, maybe",Other,,False,4,28,5,False,False,False,False,0,False,6.25,1,0.25,0.07142857142857142,False,False,False,False,True
10/28/2014,NERDY,"So unhip as to be hip, maybe",Other,,False,7,28,7,False,False,False,False,0,False,3.142857142857143,1,0.0,0.03571428571428571,False,False,False,False,True
10/28/2014,TADA,"Cry made with a curtsy, maybe",Other,,False,6,29,6,False,False,False,False,0,False,4.0,1,0.16666666666666666,0.034482758620689655,False,False,False,False,True
10/26/2014,ACTOR,"Cue user, maybe",Other,,False,3,15,3,False,False,False,False,0,False,4.333333333333333,1,0.3333333333333333,0.06666666666666667,False,False,False,False,True
10/24/2014,GRADUATED,"Became a bachelor, maybe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.0,0.041666666666666664,False,False,False,False,True
10/16/2014,APSE,"Place for a saint's image, maybe",Other,,False,6,32,7,False,False,False,False,0,False,4.5,1,0.0,0.0625,False,False,False,False,True
10/15/2014,MEOW,"Request for milk, maybe",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.25,0.043478260869565216,False,False,False,False,True
10/14/2014,HORAS,"Dances around a lifted chair, maybe",Other,,False,6,35,6,False,False,False,False,0,False,5.0,1,0.0,0.02857142857142857,False,False,False,False,True
10/11/2014,TERRARIUM,"Turtle locale, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
10/10/2014,OPTION,"Sunroof, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.5,0.07142857142857142,False,False,False,False,True
10/8/2014,RAM,"Try to sink, maybe",Other,,False,4,18,4,False,False,False,False,0,False,3.75,1,0.0,0.05555555555555555,False,False,False,False,True
10/8/2014,CAR,"Vacation rental, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
10/5/2014,KOA,"R.V. stop, maybe",Other,,False,3,16,5,False,False,False,False,2,False,4.666666666666667,1,0.3333333333333333,0.1875,False,False,False,False,True
10/2/2014,AJAR,"Admitting a slight draft, maybe",Other,,False,5,31,5,False,False,False,False,0,False,5.4,1,0.0,0.03225806451612903,False,False,False,False,True
10/1/2014,PROM,"Formal, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
10/1/2014,TBSP,"Amt. of cooking oil, maybe",Other,,False,5,26,6,False,False,False,False,1,False,4.4,1,0.2,0.07692307692307693,False,False,False,False,True
9/30/2014,SPEED,"Drive recklessly, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.3333333333333333,0.043478260869565216,False,False,False,False,True
9/29/2014,MIRAGE,"Vision of a distant oasis, maybe",Other,,False,6,32,6,False,False,False,False,0,False,4.5,1,0.0,0.03125,False,False,False,False,True
9/28/2014,TENACRE,"Like a good-sized estate, maybe",Other,,False,5,31,6,False,False,False,False,0,False,5.4,1,0.0,0.06451612903225806,False,False,False,False,True
9/28/2014,ROGET,"Shelfmate of Bartlett's, maybe",Other,,False,4,30,5,False,False,False,False,0,False,6.75,1,0.5,0.06666666666666667,False,False,False,False,True
9/25/2014,ONEAM,"Time to retire, maybe",Other,,False,4,21,4,False,False,False,False,0,False,4.5,1,0.0,0.047619047619047616,False,False,False,False,True
9/25/2014,RUSH,"Overnight, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.5,0.0625,False,False,False,False,True
9/24/2014,BLUR,"Memory of a very busy day, maybe",Other,,False,7,32,7,False,False,False,False,0,False,3.7142857142857144,1,0.0,0.03125,False,False,False,False,True
9/21/2014,ALE,"Steinful, maybe",Other,,False,2,15,2,False,False,False,False,0,False,7.0,1,0.5,0.06666666666666667,False,False,False,False,True
9/20/2014,RAVE,"All-nighter, maybe",Other,,False,2,18,3,False,False,False,False,0,False,8.5,1,0.5,0.1111111111111111,False,False,False,False,True
9/17/2014,IRISHCOFFEE,"Drink made with Jameson, maybe",Other,,False,5,30,5,False,False,False,False,0,False,5.2,1,0.4,0.03333333333333333,False,False,False,False,True
9/16/2014,TEXTBOOK,"Required school purchase, maybe",Other,,False,4,31,4,False,False,False,False,0,False,7.0,1,0.0,0.03225806451612903,False,False,False,False,True
9/14/2014,AGED,"Kept underground, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.3333333333333333,0.043478260869565216,False,False,False,False,True
9/13/2014,SCORER,"One running home, maybe",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
9/7/2014,TWEEN,"Fan of pop's One Direction, maybe",Other,,False,6,33,7,False,False,False,False,0,False,4.666666666666667,1,0.3333333333333333,0.06060606060606061,False,False,False,False,True
9/4/2014,NEED,"Scholarship criterion, maybe",Other,,False,3,28,3,False,False,False,False,0,False,8.666666666666666,1,0.3333333333333333,0.03571428571428571,False,False,False,False,True
8/31/2014,BRA,"Tan line producer, maybe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.25,0.041666666666666664,False,False,False,False,True
8/28/2014,TANLINE,"Something not seen on a nudist, maybe",Other,,False,7,37,7,False,False,False,False,0,False,4.428571428571429,1,0.0,0.02702702702702703,False,False,False,False,True
8/23/2014,XTC,"Arc's target, maybe",Other,,False,3,19,4,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.10526315789473684,False,False,False,False,True
8/21/2014,SPY,"Plant, maybe",Other,,False,2,12,2,False,False,False,False,0,False,5.5,1,0.0,0.08333333333333333,False,False,False,False,True
8/17/2014,NASA,"Initiator of a probe, maybe",Other,,False,5,27,5,False,False,False,False,0,False,4.6,1,0.0,0.037037037037037035,False,False,False,False,True
8/14/2014,ERR,"Divide by zero in a computer program, maybe",Other,,False,8,43,8,False,False,False,False,0,False,4.5,1,0.125,0.023255813953488372,False,False,False,False,True
8/14/2014,LSD,"Flashback cause, maybe",Other,,False,3,22,3,False,False,False,False,0,False,6.666666666666667,1,0.3333333333333333,0.045454545454545456,False,False,False,False,True
8/13/2014,AGED,"Kept in the cellar, maybe",Other,,False,5,25,5,False,False,False,False,0,False,4.2,1,0.2,0.04,False,False,False,False,True
8/11/2014,HERNIA,"Result of overstrain, maybe",Other,,False,4,27,4,False,False,False,False,0,False,6.0,1,0.0,0.037037037037037035,False,False,False,False,True
8/10/2014,ROE,"Expensive spoonful, maybe",Other,,False,3,25,3,False,False,False,False,0,False,7.666666666666667,1,0.0,0.04,False,False,False,False,True
8/9/2014,TOME,"A-F or G-K, maybe",Other,,False,4,17,6,False,False,False,False,0,False,3.5,1,0.25,0.17647058823529413,False,False,False,False,True
8/7/2014,FLAW,"Chip, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.0,0.09090909090909091,False,False,False,False,True
8/5/2014,JOGS,"Goes once or twice around the track, maybe",Other,,False,8,42,8,False,False,False,False,0,False,4.375,1,0.125,0.023809523809523808,False,False,False,False,True
8/4/2014,EVILTWIN,"Facetious fall guy for one's wrongdoings, maybe",Other,,False,7,47,8,False,False,False,False,0,False,5.857142857142857,1,0.0,0.0425531914893617,False,False,False,False,True
8/3/2014,DJS,"Workers in booths, maybe",Other,,False,4,24,4,False,False,False,False,0,False,5.25,1,0.0,0.041666666666666664,False,False,False,False,True
8/1/2014,CLUE,"Footprint, maybe",Other,,False,2,16,2,False,False,False,False,0,False,7.5,1,0.0,0.0625,False,False,False,False,True
7/26/2014,TIN,"Star material, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.3333333333333333,0.05,False,False,False,False,True
7/26/2014,TENSPOTS,"Change for a C-note, maybe",Other,,False,5,26,6,False,False,False,False,0,False,4.4,1,0.2,0.07692307692307693,False,False,False,False,True
7/19/2014,CAR,"Hybrid, maybe",Other,,False,2,13,2,False,False,False,False,0,False,6.0,1,0.5,0.07692307692307693,False,False,False,False,True
7/18/2014,NAPE,"Nuzzling spot, maybe",Other,,False,3,20,3,False,False,False,False,0,False,6.0,1,0.0,0.05,False,False,False,False,True
7/18/2014,POSE,"Work for an artist, maybe",Other,,False,5,25,5,False,False,False,False,0,False,4.2,1,0.0,0.04,False,False,False,False,True
7/16/2014,ERASE,"Begin to correct, maybe",Other,,False,4,23,4,False,False,False,False,0,False,5.0,1,0.0,0.043478260869565216,False,False,False,False,True
7/14/2014,MPH,"65 on a hwy., maybe",Other,,False,5,19,8,False,False,False,False,1,False,3.0,1,0.0,0.10526315789473684,False,False,False,False,True
7/13/2014,ROE,"Sushi topper, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
7/6/2014,SLY,"Winking, maybe",Other,,False,2,14,2,False,False,False,False,0,False,6.5,1,0.5,0.07142857142857142,False,False,False,False,True
6/29/2014,RATING,"Half a star, maybe",Other,,False,4,18,4,False,False,False,False,0,False,3.75,1,0.0,0.05555555555555555,False,False,False,False,True
6/26/2014,NOON,"Eight bells, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.3333333333333333,0.05555555555555555,False,False,False,False,True
6/26/2014,AHEM,"Kiss interrupter, maybe",Other,,False,3,23,3,False,False,False,False,0,False,7.0,1,0.3333333333333333,0.043478260869565216,False,False,False,False,True
6/24/2014,CPA,"One working overtime in Apr., maybe",Other,,False,6,35,7,False,False,False,False,1,False,5.0,1,0.16666666666666666,0.05714285714285714,False,False,False,False,True
6/22/2014,TEXT,"Message with an emoji, maybe",Other,,False,5,28,5,False,False,False,False,0,False,4.8,1,0.0,0.03571428571428571,False,False,False,False,True
6/22/2014,NOTDONE,"Half-baked, maybe",Other,,False,2,17,3,False,False,False,False,0,False,8.0,1,0.0,0.11764705882352941,False,False,False,False,True
6/20/2014,RATTED,"Named names, maybe",Other,,False,3,18,3,False,False,False,False,0,False,5.333333333333333,1,0.0,0.05555555555555555,False,False,False,False,True
6/19/2014,TAS,"Future profs, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.3333333333333333,0.05263157894736842,False,False,False,False,True
6/18/2014,VEST,"Part of a fashion ensemble, maybe",Other,,False,6,33,6,False,False,False,False,0,False,4.666666666666667,1,0.0,0.030303030303030304,False,False,False,False,True
6/17/2014,NOON,"Lunch time, maybe",Other,,False,3,17,3,False,False,False,False,0,False,5.0,1,0.0,0.058823529411764705,False,False,False,False,True
6/15/2014,TVAD,"Spot, maybe",Other,,False,2,11,2,False,False,False,False,0,False,5.0,1,0.0,0.09090909090909091,False,False,False,False,True
6/14/2014,LASTEXIT,"Sign at the end of a freeway, maybe",Other,,False,8,35,8,False,False,False,False,0,False,3.5,1,0.0,0.02857142857142857,False,False,False,False,True
6/11/2014,FIR,"Lighted tree, maybe",Other,,False,3,19,3,False,False,False,False,0,False,5.666666666666667,1,0.0,0.05263157894736842,False,False,False,False,True
