,Date,Word,clue,_f_number words,_f_length of clue,_f_avg word length,_f_percentage words that are upper-case,_f_ends in question,_f_no alphabet characters,_f_is quote,_f_contains underscore,_f_contains asterisk,_f_number of non-consecutive periods in clue,_f_is ellipsis in clue,_f_number commas in clue,_f_number non a-z or 1-9 characters in clue,_f_contains e.g.,_f_contains etc.,_f_contains in short,_f_contains abbr,_f_contains amts.,_f_contains briefly,_f_contains dir.,_f_contains exclamation,_f_starts with kind of,_f_contains it may be,_f_contains bible clue,"_f_contains ,maybe or ,perhaps",_f_contains word before,_f_MentionsProfession,_f_is_100_most_common_clue
521464,3/3/2003,LENA,Singer Horne,2,12,5.5,1.0,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521465,3/3/2003,APAL,"""Be ___!"" (""Help me out!"")",5,26,4.4,0.2,False,15,False,True,False,0,True,0,0.5769230769230769,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
521466,3/3/2003,SWEDE,Stockholm native,2,16,7.5,0.5,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521467,3/3/2003,OATS,Horse feed,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521468,3/3/2003,TERI,Actress Garr,2,12,5.5,1.0,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521469,3/3/2003,EERIE,Spooky,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521470,3/3/2003,NAH,"""Nope""",1,6,6.0,0.0,False,2,True,False,False,0,True,0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521471,3/3/2003,IEST,"""y"" ending, in superlative form",5,31,5.4,0.0,False,7,False,False,False,0,True,1,0.22580645161290322,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521472,3/3/2003,PARK,The P of PRNDL,4,14,2.75,0.5,False,3,False,False,False,0,True,0,0.21428571428571427,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521463,3/3/2003,USHER,Wedding helper,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521499,3/3/2003,ELIXIR,Miracle drink,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521404,3/4/2003,ESP,Mentalist's claim,2,17,8.0,0.5,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521402,3/4/2003,ATE,Broke a fast,3,12,3.3333333333333335,0.0,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521335,3/5/2003,MIXER,Social,1,6,6.0,1.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521336,3/5/2003,EXT,Tel. no. addition,3,17,5.0,0.3333333333333333,False,4,False,False,False,2,True,0,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521337,3/5/2003,BROIL,55-Down under a flame,4,21,4.5,0.0,False,6,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521338,3/5/2003,EVES,"December 24 and 31, e.g.",5,24,4.0,0.2,False,11,False,False,False,2,True,1,0.2916666666666667,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521339,3/5/2003,ERA,Historical division,2,19,9.0,0.0,False,1,False,False,False,0,True,0,0.05263157894736842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521340,3/5/2003,MOMENT,Instant,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521341,3/5/2003,NEST,Viper's home,2,12,5.5,0.5,False,2,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521342,3/5/2003,WINNER,See 29-Across,2,13,6.0,0.0,False,4,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521343,3/5/2003,SKY,___-blue,1,8,8.0,0.0,False,4,False,True,False,0,True,0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521344,3/5/2003,SPEC,Planning detail,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521345,3/5/2003,ATNO,It's 5 for B and 6 for C: Abbr.,9,31,2.5555555555555554,0.4444444444444444,False,13,False,False,False,1,True,0,0.3548387096774194,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
521346,3/5/2003,DECCA,Record company that rejected the Beatles,6,40,5.833333333333333,0.16666666666666666,False,5,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521347,3/5/2003,DROOP,Sag,1,3,3.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521348,3/5/2003,DOTO,Inflict upon,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521349,3/5/2003,EXPO,Montreal player,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521350,3/5/2003,AGORA,Ancient marketplace,2,19,9.0,0.0,False,1,False,False,False,0,True,0,0.05263157894736842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521351,3/5/2003,LIED,"""So I ___!""",3,11,3.0,0.3333333333333333,False,8,True,True,False,0,True,0,0.7272727272727273,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
521352,3/5/2003,NLER,"63-Across, for short",3,20,6.0,0.0,False,6,False,False,False,0,True,1,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521353,3/5/2003,YOKEL,Bumpkin,1,7,7.0,1.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521334,3/5/2003,ELLA,That Spanish girl,3,17,5.0,0.3333333333333333,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521333,3/5/2003,EAR,Musical sensitivity,2,19,9.0,0.0,False,1,False,False,False,0,True,0,0.05263157894736842,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521332,3/5/2003,ELATED,Jubilant,1,8,8.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521331,3/5/2003,TABS,Folder labels,2,13,6.0,0.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521311,3/6/2003,EVOKE,Summon mentally,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521312,3/6/2003,BARA,Theda of silents,3,16,4.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521313,3/6/2003,ARIA,Andrea Bocelli piece,3,20,6.0,0.6666666666666666,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521314,3/6/2003,DRAY,Sideless wagon,2,14,6.5,0.5,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521315,3/6/2003,SOSA,1998 N.L. M.V.P.,3,16,4.666666666666667,0.6666666666666666,False,11,False,False,False,5,True,0,0.4375,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521316,3/6/2003,ZAP,Stun,1,4,4.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521317,3/5/2003,ANNO,Domini preceder,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521318,3/5/2003,ASST,___ prof.,2,9,4.0,0.0,False,5,False,True,False,1,True,0,0.5555555555555556,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521319,3/5/2003,USHER,Aisle walker,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521354,3/5/2003,ERRS,Goes off,2,8,3.5,0.0,False,1,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521320,3/5/2003,NEED,Penury,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521322,3/5/2003,THEME,School assignment,2,17,8.0,0.5,False,1,False,False,False,0,True,0,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521323,3/5/2003,TAXI,"Approach the gate, say",4,22,4.75,0.25,False,4,False,False,False,0,True,1,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521324,3/5/2003,ROOK,Corner piece,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521325,3/5/2003,TOXIN,Poison,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521326,3/5/2003,ETTUBRUTE,Roman rebuke,2,12,5.5,0.5,False,1,False,False,False,0,True,0,0.08333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521327,3/5/2003,ERATO,Poet's Muse,2,11,5.0,1.0,False,2,False,False,False,0,True,0,0.18181818181818182,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521328,3/5/2003,MOAT,A drawbridge spans it,4,21,4.5,0.0,False,3,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521329,3/5/2003,TORT,Wrong,1,5,5.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521330,3/5/2003,HOT,Selling very well,3,17,5.0,0.0,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521321,3/5/2003,INCA,Member of a bygone empire,5,25,4.2,0.2,False,4,False,False,False,0,True,0,0.16,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521355,3/5/2003,SEWN,All wrapped (up),3,16,4.666666666666667,0.0,False,4,False,False,False,0,True,0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521356,3/5/2003,ANTE,What you may do to get a hand,8,29,2.75,0.0,False,7,False,False,False,0,True,0,0.2413793103448276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521357,3/5/2003,NEAT,Spiffy,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521382,3/5/2003,PAPAL,Kind of court,3,13,3.6666666666666665,0.3333333333333333,False,2,False,False,False,0,True,0,0.15384615384615385,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
521383,3/5/2003,OWENS,Athlete Jesse,2,13,6.0,1.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521384,3/5/2003,DDAY,40's turning point,3,18,5.333333333333333,0.0,False,5,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521385,3/5/2003,ERGO,So,1,2,2.0,0.0,False,0,False,False,False,0,False,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521386,3/5/2003,COOK,Prepare,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521387,3/5/2003,NOIR,"Black, as la nuit",4,17,3.5,0.25,False,4,False,False,False,0,True,1,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521388,3/5/2003,AXLE,Wagon part,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521389,3/5/2003,SPEW,Erupt,1,5,5.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521390,3/5/2003,HORN,It may be French,4,16,3.25,0.5,False,3,False,False,False,0,True,0,0.1875,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
521381,3/5/2003,NATTER,Yak,1,3,3.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521391,3/4/2003,CAWS,Sounds from a cornfield,4,23,5.0,0.0,False,3,False,False,False,0,True,0,0.13043478260869565,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521393,3/4/2003,PSHAW,"""Fiddlesticks!""",1,15,15.0,0.0,False,3,True,False,False,0,True,0,0.2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
521394,3/4/2003,AMAT,Part of a Latin 101 trio,6,24,3.1666666666666665,0.16666666666666666,False,8,False,False,False,0,True,0,0.20833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521395,3/4/2003,AVON,"""___ calling""",2,13,6.0,0.0,False,6,True,True,False,0,True,0,0.46153846153846156,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521396,3/4/2003,AWAKE,Not in dreamland,3,16,4.666666666666667,0.0,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521397,3/4/2003,SURE,"""You bet!""",2,10,4.5,0.0,False,4,True,False,False,0,True,0,0.4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
521398,3/4/2003,BALLERINAS,They're often on their toes,5,27,4.6,0.2,False,5,False,False,False,0,True,0,0.18518518518518517,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521399,3/4/2003,ALBANY,Capital on the Hudson,4,21,4.5,0.25,False,3,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521400,3/4/2003,AIRING,Being broadcast,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521401,3/4/2003,ESPO,"Hockey great Phil, familiarly",4,29,6.5,0.5,False,4,False,False,False,0,True,1,0.13793103448275862,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521392,3/4/2003,BONO,"Sonny who sang ""Laugh at Me""",6,28,3.8333333333333335,0.5,False,7,False,False,False,0,True,0,0.25,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521403,3/4/2003,GOP,46-Across belonged to it,4,24,5.25,0.0,False,6,False,False,False,0,True,0,0.16666666666666666,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521380,3/5/2003,METHODS,Ways,1,4,4.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521378,3/5/2003,BORNE,Carried,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521358,3/5/2003,NEXT,Waiting room call,3,17,5.0,0.0,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521359,3/5/2003,ODIUM,Execration,1,10,10.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521360,3/5/2003,AIRRAID,Cause of a W.W. II siren,6,24,3.1666666666666665,0.3333333333333333,False,7,False,False,False,2,True,0,0.2916666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521361,3/5/2003,SNOUTS,Porcine features,2,16,7.5,0.0,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521362,3/5/2003,SCOT,"Sean Connery, for one",4,21,4.5,0.25,False,4,False,False,False,0,True,1,0.19047619047619047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521363,3/5/2003,TAKETHAT,Cry during a duel,4,17,3.5,0.25,False,3,False,False,False,0,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521364,3/5/2003,UTTER,Total,1,5,5.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521365,3/5/2003,HEXA,Prefix with -gon,3,16,4.666666666666667,0.0,False,3,False,False,False,0,True,0,0.1875,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521366,3/5/2003,EMIT,Give off,2,8,3.5,0.0,False,1,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521379,3/5/2003,EWE,Woolly mama,2,11,5.0,0.0,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521367,3/5/2003,RENO,Gambler's destination,2,21,10.0,0.5,False,2,False,False,False,0,True,0,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521369,3/5/2003,OER,"""... ___ the fields we go""",6,26,3.5,0.0,False,13,True,True,False,0,True,0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521370,3/5/2003,HEMEN,Macho guys,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521371,3/5/2003,OLIVE,Oil source,2,10,4.5,0.0,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521372,3/5/2003,TAXES,Colonists' annoyances,2,21,10.0,0.0,False,2,False,False,False,0,True,0,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521373,3/5/2003,TEXAN,"Bush, for one",3,13,3.6666666666666665,0.3333333333333333,False,3,False,False,False,0,True,1,0.23076923076923078,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521374,3/5/2003,ALOES,Soothing plants,2,15,7.0,0.0,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521375,3/5/2003,BLINK,Lose a staring contest,4,22,4.75,0.0,False,3,False,False,False,0,True,0,0.13636363636363635,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521376,3/5/2003,SALTY,"Like pretzels, typically",3,24,7.333333333333333,0.0,False,3,False,False,False,0,True,1,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521377,3/5/2003,ERICIDLE,"""Monty Python"" player",3,21,6.333333333333333,0.3333333333333333,False,4,False,False,False,0,True,0,0.19047619047619047,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521368,3/5/2003,BOXER,Arena antagonist,2,16,7.5,0.5,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521500,3/3/2003,USERS,Consumers,1,9,9.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521501,3/3/2003,SWEETPEA,Flowering vine,2,14,6.5,0.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521502,3/3/2003,HERB,Parsley or sage,3,15,4.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.13333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521623,3/2/2003,PLAT,___ du jour,3,11,3.0,0.0,False,5,False,True,False,0,True,0,0.45454545454545453,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521624,3/2/2003,SEED,Progeny,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521625,3/2/2003,ARENT,"""___ I a stinker?""",4,18,3.75,0.25,False,9,True,True,False,0,True,0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521626,3/2/2003,SANK,Went bankrupt,2,13,6.0,0.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521627,3/2/2003,TBS,Basic cable channel,3,19,5.666666666666667,0.3333333333333333,False,2,False,False,False,0,True,0,0.10526315789473684,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521628,3/2/2003,ADAY,Forever's partner,2,17,8.0,0.5,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521629,3/2/2003,AGFA,Konica competitor,2,17,8.0,0.5,False,1,False,False,False,0,True,0,0.058823529411764705,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521630,3/2/2003,PREP,Ready,1,5,5.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521631,3/2/2003,ACUITY,Keen perception,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521632,3/2/2003,NOLESS,Exactly,1,7,7.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521633,3/2/2003,BURN,"Make, as a CD",4,13,2.5,0.5,False,4,False,False,False,0,True,1,0.3076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521634,3/2/2003,FERRARI,"Senor ___ (""Casablanca"" role)",4,29,6.5,0.5,False,10,False,True,False,0,True,0,0.3448275862068966,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521635,3/2/2003,DELI,Where a submarine might be spotted,6,34,4.833333333333333,0.0,False,5,False,False,False,0,True,0,0.14705882352941177,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521636,3/2/2003,QUAHOG,Edible clam,2,11,5.0,0.0,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521637,3/2/2003,GAWK,Stare (at),2,10,4.5,0.5,False,3,False,False,False,0,True,0,0.3,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521638,3/2/2003,ENYA,"Oscar nominee for a song in ""The Lord of the Rings""",11,51,3.727272727272727,0.36363636363636365,False,12,False,False,False,0,True,0,0.23529411764705882,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521639,3/2/2003,LEER,Unwanted look,2,13,6.0,0.0,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521640,3/2/2003,MOOR,Secure,1,6,6.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521641,3/2/2003,DET,Person on the scene: Abbr.,5,26,4.4,0.4,False,6,False,False,False,1,True,0,0.23076923076923078,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
521622,3/2/2003,BEBE,Tony winner Neuwirth,3,20,6.0,0.6666666666666666,False,2,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521621,3/2/2003,PISA,Galileo's home,2,14,6.5,0.5,False,2,False,False,False,0,True,0,0.14285714285714285,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521620,3/2/2003,TASK,Tall order,2,10,4.5,0.0,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521619,3/2/2003,ODIN,"Father of Balder, the god of goodness",7,37,4.428571428571429,0.2857142857142857,False,7,False,False,False,0,True,1,0.1891891891891892,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521599,3/2/2003,ATONED,Paid the penalty,3,16,4.666666666666667,0.0,False,2,False,False,False,0,True,0,0.125,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521600,3/2/2003,RESIDE,Have roots,2,10,4.5,0.0,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521601,3/2/2003,POSTS,Online forum contents,3,21,6.333333333333333,0.3333333333333333,False,2,False,False,False,0,True,0,0.09523809523809523,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521602,3/2/2003,HOBOKEN,Frank Sinatra's birthplace,3,26,8.0,0.6666666666666666,False,3,False,False,False,0,True,0,0.11538461538461539,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521603,3/2/2003,NOBLES,Court figures,2,13,6.0,0.5,False,1,False,False,False,0,True,0,0.07692307692307693,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521604,3/2/2003,IDLE,Knock about,2,11,5.0,0.5,False,1,False,False,False,0,True,0,0.09090909090909091,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521605,3/2/2003,RUSS,Director Meyer,2,14,6.5,1.0,False,1,False,False,False,0,True,0,0.07142857142857142,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521606,3/2/2003,ACAT,Lead ___-and-dog life (constantly quarrel),5,42,7.6,0.0,False,11,False,True,False,0,True,0,0.2619047619047619,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521607,3/2/2003,ZANE,"Actor Billy of ""Titanic""",4,24,5.25,0.75,False,5,False,False,False,0,True,0,0.20833333333333334,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
521642,3/2/2003,HMS,Oceangoing inits.,2,17,8.0,0.0,False,2,False,False,False,1,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521608,3/2/2003,ILA,Dockworkers' org.,2,17,8.0,0.0,False,3,False,False,False,1,True,0,0.17647058823529413,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521610,3/2/2003,WTS,Lbs. and kgs.,3,13,3.6666666666666665,0.3333333333333333,False,4,False,False,False,2,True,0,0.3076923076923077,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521611,3/2/2003,HOKE,Jazz (up),2,9,4.0,0.0,False,3,False,False,False,0,True,0,0.3333333333333333,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521612,3/2/2003,ATANYRATE,Whatever the case,3,17,5.0,0.0,False,2,False,False,False,0,True,0,0.11764705882352941,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521613,3/2/2003,YOGURT,Colombo product,2,15,7.0,0.5,False,1,False,False,False,0,True,0,0.06666666666666667,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521614,3/2/2003,ALUMNA,Certain graduate,2,16,7.5,0.5,False,1,False,False,False,0,True,0,0.0625,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521615,3/2/2003,BIGS,V.I.P.'s,1,8,8.0,1.0,False,4,False,False,False,3,True,0,0.5,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521616,3/2/2003,LURID,Headline-screaming,1,18,18.0,0.0,False,1,False,False,False,0,True,0,0.05555555555555555,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521617,3/2/2003,PRIMEMOVER,A-number-1,1,10,10.0,0.0,False,3,False,False,False,0,True,0,0.2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521618,3/2/2003,LABORIOUS,Difficult,1,9,9.0,0.0,False,0,False,False,False,0,True,0,0.0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
521609,3/2/2003,ROD,Towel site,2,10,4.5,0.5,False,1,False,False,False,0,True,0,0.1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
